Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,sadness,joy,fear,tentative,confident,anger
Waiting for “Lockdown 4.0” update desperately .. anyone knows what’s happening next ? . #lockdown4 #lockdown #covid #covid19 #patience #calmness #meditation #meditate #artofliving . . . . . . #djunbeatable #djunbeatableindamix #djunbeatableindia,2020-05-18 08:10:34+00:00,1,0,#lockdown4 #lockdown #covid #covid19 #patience #calmness #meditation #meditate #artofliving #djunbeatable #djunbeatableindamix #djunbeatableindia,Ahmadabad,Waiting for Lockdown 4 0 update desperately anyone knows what s happening next lockdown4 lockdown covid covid19 patience calmness meditation meditate artofliving djunbeatable djunbeatableindamix djunbeatableindia,[],,,,,,,
#COVID19 caution before buying #mangoes this season... Follow guidelines to be safe... #lockdown4guidelines #Lockdown4,2020-05-18 07:32:25+00:00,0,1,#COVID19 #mangoes #lockdown4guidelines #Lockdown4,Ahmadabad,COVID19 caution before buying mangoes this season Follow guidelines to be safe lockdown4guidelines Lockdown4,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Stay Home Stay Safe Different Shape of paratha Mask Shape paratha Hand gloves Paratha Santizer Bottle Shape paratha #covid19 #stayhomestaysafe #techkitchenhelpinghands #techkitchen #techkitchenindia #covid… https://www.instagram.com/p/CAUhNAAHJj7/?igshid=msz6alz4ua0,2020-05-18 07:20:28+00:00,0,0,#covid19 #stayhomestaysafe #techkitchenhelpinghands #techkitchen #techkitchenindia #covid,Ahmadabad,Stay Home Stay Safe Different Shape of paratha Mask Shape paratha Hand gloves Paratha Santizer Bottle Shape paratha covid19 stayhomestaysafe techkitchenhelpinghands techkitchen techkitchenindia covid,[],,,,,,,
"#covid19 #lockdown #morningessentials #Temple #hinduism #dhaja #mahadevhar Devotion is the sweetest emotion you can nurture within yourself. #shadesofshivanjali @Ahmedabad, India https://www.instagram.com/p/CAUCRKWgE1yHm4tkmPHoMg0RVr3gsix9VE6q0w0/?igshid=1xkvml4d3ejrm",2020-05-18 02:50:09+00:00,0,0,#covid19 #lockdown #morningessentials #Temple #hinduism #dhaja #mahadevhar #shadesofshivanjali,Ahmadabad,covid19 lockdown morningessentials Temple hinduism dhaja mahadevhar Devotion is the sweetest emotion you can nurture within yourself shadesofshivanjali India,"[{'score': 0.759059, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
#MigrantsLivesMatter 1000+ Migrants leaving Mumbai today via Shramik Special Trains from Bandra Station to Jaunpur distributed with Theplas &amp; Water Bottles in association with @SRLoveandCare #Lockdown5 #lockdownextension #COVID19 #COVIDLockdown #HelpingOthers – at Bandra Railway Station,2020-05-30 19:21:45+00:00,5,12,#MigrantsLivesMatter #Lockdown5 #lockdownextension #COVID19 #COVIDLockdown #HelpingOthers,Pune,MigrantsLivesMatter 1000 Migrants leaving Mumbai today via Shramik Special Trains from Bandra Station to Jaunpur distributed with Theplas amp Water Bottles in association with Lockdown5 lockdownextension COVID19 COVIDLockdown HelpingOthers at Bandra Railway Station,[],,,,,,,
"3 more positive Covid-19 cases from Ladakh, 2 from Leh and 1 from Kargil #COVID19 #preventivemeasures #StayHomeSaveLives #voiceofladakh @Voice of Ladakh https://www.instagram.com/p/CA0i88OFv7X/?igshid=qxn2alou5k6w",2020-05-30 17:51:27+00:00,0,0,#COVID19 #preventivemeasures #StayHomeSaveLives #voiceofladakh,Pune,3 more positive Covid 19 cases from Ladakh 2 from Leh and 1 from Kargil COVID19 preventivemeasures StayHomeSaveLives voiceofladakh of Ladakh,"[{'score': 0.796096, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.598602, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,1.0,
This pharmaceutical giant can make a breakthrough let's keep the hopes on the hope shown by pfizer. #COVID19 #Pfizer #vaccine #FightagainstCoronavirus #pharmaindustry #disruption #technology #healthcare,2020-05-30 17:25:57+00:00,1,1,#COVID19 #Pfizer #vaccine #FightagainstCoronavirus #pharmaindustry #disruption #technology #healthcare,Pune,This pharmaceutical giant can make a breakthrough let s keep the hopes on the hope shown by pfizer COVID19 Pfizer vaccine FightagainstCoronavirus pharmaindustry disruption technology healthcare,"[{'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
30 day's to win over #covid19 #Lockdown5 @PMOIndia @CMOMaharashtra @PuneCityPolice @collectorpune1 @COVIDNewsByMIB @IHSgov,2020-05-30 15:57:13+00:00,0,0,#covid19 #Lockdown5,Pune,30 day s to win over covid19 Lockdown5,"[{'score': 0.771324, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
#MNCDFrelief donated 100 units of PPE face shields to the @mybmcWardHW team for it's Frontline warriors &amp; swm workers. We also appreciate the efforts of the Assistant Muncipal Commsioner Mr. Vinayak Vispute &amp; team for their aggressive fight against #Covid19 crises. @VVVispute – at BMC H Ward West,2020-05-30 14:06:30+00:00,28,54,#MNCDFrelief #Covid19,Pune,MNCDFrelief donated 100 units of PPE face shields to the team for it s Frontline warriors amp swm workers We also appreciate the efforts of the Assistant Muncipal Commsioner Mr Vinayak Vispute amp team for their aggressive fight against Covid19 crises at BMC H Ward West,[],,,,,,,
"#UNLOCK1: MHA issues national directives for #COVID19 management, including compulsory use of face masks and social distancing norms ",2020-05-30 14:00:41+00:00,0,0,#UNLOCK1 #COVID19,Pune,UNLOCK1 MHA issues national directives for COVID19 management including compulsory use of face masks and social distancing norms,[],,,,,,,
"MASALA PAVVV! Finally got my masala pav craving satiated! How do you like your masala pav? #foodiesofindia #mumbai #indianfood #spicy #covid19 @Mumbai, Maharashtra https://www.instagram.com/p/CAzyowHpQ7N/?igshid=zhg10ferx3rt",2020-05-30 10:49:15+00:00,0,0,#foodiesofindia #mumbai #indianfood #spicy #covid19,Pune,MASALA PAVVV Finally got my masala pav craving satiated How do you like your masala pav foodiesofindia mumbai indianfood spicy covid19 Maharashtra,"[{'score': 0.785972, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"""2 lac #COVID19 cases . . ."" A delectable piece of media fodder, ideal for you media folks to sensationalise ! In actual fact, seen against a 1350 mio pop, it's very acceptable. Moreover, the only figure of real consequence is deaths, and there, India is the envy of the world !",2020-05-30 04:57:16+00:00,1,1,#COVID19,Pune,2 lac COVID19 cases A delectable piece of media fodder ideal for you media folks to sensationalise In actual fact seen against a 1350 mio pop it s very acceptable Moreover the only figure of real consequence is deaths and there India is the envy of the world,"[{'score': 0.543923, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.825947, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.758379, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,1.0,
@ShemarooEnt look at #ISKCON amazing work in feeding needy during #Covid19 Shame on you for making such bad taste video with third grade artists in the name of comedy .,2020-05-29 19:21:36+00:00,0,1,#ISKCON #Covid19,Pune,look at ISKCON amazing work in feeding needy during Covid19 Shame on you for making such bad taste video with third grade artists in the name of comedy,"[{'score': 0.811849, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"#FoodAid If you're in the luckiest one percent of humanity, you owe it to the rest of humanity to think about the other 99 percent - Warren Buffet Distribution of Ration to 13 families in Bhosari &amp; Kharadi in Pune today @sanketshah4444 #lockdownextension #COVID19 ",2020-05-29 18:49:57+00:00,5,8,#FoodAid #lockdownextension #COVID19,Pune,FoodAid If you re in the luckiest one percent of humanity you owe it to the rest of humanity to think about the other 99 percent Warren Buffet Distribution of Ration to 13 families in Bhosari amp Kharadi in Pune today lockdownextension COVID19,"[{'score': 0.676265, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"महाराष्ट्र लढणार अन् जिंकणारही The current count of #COVID19 patients in the state is 62228. Today, newly 2682 patients have been identified as positive. Also newly 8381 patients have been cured today. Total Active patients are 33124, Informed Home Minister @rajeshtope11",2020-05-29 15:40:36+00:00,0,2,#COVID19,Pune,The current count of COVID19 patients in the state is 62228 Today newly 2682 patients have been identified as positive Also newly 8381 patients have been cured today Total Active patients are 33124 Informed Home Minister,"[{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
"Set 04 - 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station, Goregaon in Mumbai on 25/05/2020. . @satejss . #satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure – at Terminal 2",2020-05-29 15:10:45+00:00,0,0,#satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure,Pune,Set 04 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station Goregaon in Mumbai on 25 05 2020 satejshinde midday middayonline twitterphoto lockdown4 62thday COVID19 t2 csmia airport departure at Terminal 2,[],,,,,,,
"Set 03 - 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station, Goregaon in Mumbai on 25/05/2020. . @satejss . #satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure – at Terminal 2",2020-05-29 15:10:09+00:00,0,0,#satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure,Pune,Set 03 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station Goregaon in Mumbai on 25 05 2020 satejshinde midday middayonline twitterphoto lockdown4 62thday COVID19 t2 csmia airport departure at Terminal 2,[],,,,,,,
"Set 02 - 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station, Goregaon in Mumbai on 25/05/2020. . @satejss . #satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure – at Terminal 2",2020-05-29 15:09:36+00:00,0,0,#satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure,Pune,Set 02 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station Goregaon in Mumbai on 25 05 2020 satejshinde midday middayonline twitterphoto lockdown4 62thday COVID19 t2 csmia airport departure at Terminal 2,[],,,,,,,
"Set 01 - 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station, Goregaon in Mumbai on 25/05/2020. . @satejss . #satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure – at Terminal 2",2020-05-29 15:09:12+00:00,0,0,#satejshinde #midday #middayonline #twitterphoto #lockdown4 #62thday #COVID19 #t2 #csmia #airport #departure,Pune,Set 01 62th day of nationwide lockdown 4 to coronavirus pandemic at Vanrai Police Station Goregaon in Mumbai on 25 05 2020 satejshinde midday middayonline twitterphoto lockdown4 62thday COVID19 t2 csmia airport departure at Terminal 2,[],,,,,,,
We handed over PPE face shields to the Assistant Muncipal Commsioner of @mybmcWardFN for our BMC Frontline warriors who have been fearlessly combating the #Covid19 pandemic. #MNCDF Being the change ! #MNCDFrelief #MumbaiNorthCentralDistrictForum #AlloverMumbai – at F/North Ward Office Bldg.,2020-05-29 14:00:27+00:00,31,63,#Covid19 #MNCDF #MNCDFrelief #MumbaiNorthCentralDistrictForum #AlloverMumbai,Pune,We handed over PPE face shields to the Assistant Muncipal Commsioner of for our BMC Frontline warriors who have been fearlessly combating the Covid19 pandemic MNCDF Being the change MNCDFrelief MumbaiNorthCentralDistrictForum AlloverMumbai at F North Ward Office Bldg,[],,,,,,,
"A troop of monkeys in Meerut, India attacked a lab tech who was walking in the campus of the medical college and snatched away blood samples of 4 patients who had tested positive for the novel coronavirus. #covid19 #coronavirus #StaySafeStayHome",2020-05-29 13:34:11+00:00,0,0,#covid19 #coronavirus #StaySafeStayHome,Pune,A troop of monkeys in Meerut India attacked a lab tech who was walking in the campus of the medical college and snatched away blood samples of 4 patients who had tested positive for the novel coronavirus covid19 coronavirus StaySafeStayHome,[],,,,,,,
Understading the Locust attack India. #locust #locustswarm #Palavians #PalavaSamachar #PalavaCity #PalavaDiaries #MumbaiCity #PalavaFightsBack #covid19 #indiafightscorona #indiafightslocustswarm casabellapalava… https://www.instagram.com/p/CAxHUt6nS3W/?igshid=nwesnryxq0om,2020-05-29 09:52:53+00:00,0,0,#locust #locustswarm #Palavians #PalavaSamachar #PalavaCity #PalavaDiaries #MumbaiCity #PalavaFightsBack #covid19 #indiafightscorona #indiafightslocustswarm,Pune,Understading the Locust attack India locust locustswarm Palavians PalavaSamachar PalavaCity PalavaDiaries MumbaiCity PalavaFightsBack covid19 indiafightscorona indiafightslocustswarm casabellapalava,"[{'score': 0.568573, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,1.0,,,
Will WFH make hierarchy in corporates even more stronger? There is a an access issue and it in a way prevents ideation and appreciation of quick thinking Q: Will your manager allow you access to top management when you have a difference in opinion? #WFH #COVID19,2020-05-29 08:38:07+00:00,0,1,#WFH #COVID19,Pune,Will WFH make hierarchy in corporates even more stronger There is a an access issue and it in a way prevents ideation and appreciation of quick thinking Q Will your manager allow you access to top management when you have a difference in opinion WFH COVID19,"[{'score': 0.776939, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
I look for her daily reports on #COVID19 in India. The Data Analysis and Visualisation part is excellent. She should not be bothered about people whose business is to demoralise honest and talented individuals. She has accepted her mistake and the matter is closed.,2020-05-29 07:05:57+00:00,0,2,#COVID19,Pune,I look for her daily reports on COVID19 in India The Data Analysis and Visualisation part is excellent She should not be bothered about people whose business is to demoralise honest and talented individuals She has accepted her mistake and the matter is closed,"[{'score': 0.707834, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.742538, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
Thankyou for your support - An initiative by @theyaha_events - #InThisTogether #CoronaInMaharashtra #community #punekars #COVID19 #lockdownextension #positivity #forbes #DoctorWho #celebrity #ModiBestPmEver,2020-05-29 05:36:43+00:00,1,0,#InThisTogether #CoronaInMaharashtra #community #punekars #COVID19 #lockdownextension #positivity #forbes #DoctorWho #celebrity #ModiBestPmEver,Pune,Thankyou for your support An initiative by events InThisTogether CoronaInMaharashtra community punekars COVID19 lockdownextension positivity forbes DoctorWho celebrity ModiBestPmEver,"[{'score': 0.914832, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,,1.0,
Komal Teacher is back with her beautiful drawing classes. Today she will teach you how to draw beautiful picture from numbers (1 to 10) https://youtu.be/-8n1zoxCXok #Drawing #Numbers #beautifuldrawing #covid19… https://www.instagram.com/p/CAuqdSIpabH/?igshid=2y09h8lbqs10,2020-05-28 11:02:48+00:00,0,1,#Drawing #Numbers #beautifuldrawing #covid19,Pune,Komal Teacher is back with her beautiful drawing classes Today she will teach you how to draw beautiful picture from numbers 1 to 10 Drawing Numbers beautifuldrawing covid19,"[{'score': 0.849353, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
"A #Crisis Within A Crisis - the #Locust attacks could not have occurred on a worse time! According to @WorldBank, the attack coupled with the #COVID19 has the potential to create a severe food crisis. Contact us to know how #drones can help. #droneservices #terradroneindia #UAV",2020-05-28 09:26:59+00:00,1,4,#Crisis #Locust #COVID19 #drones #droneservices #terradroneindia #UAV,Pune,A Crisis Within A Crisis the Locust attacks could not have occurred on a worse time According to the attack coupled with the COVID19 has the potential to create a severe food crisis Contact us to know how drones can help droneservices terradroneindia UAV,"[{'score': 0.708217, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
#Odisha CM Naveen Patnaik calls upon people of the State irrespective of where they are residing to sing 'Bande Utkala Janani' at 5.30 pm on May 30 to express solidarity with #CoronaWarriors #Covid19 #OdishaFightsCorona,2020-05-28 09:18:48+00:00,0,2,#Odisha #CoronaWarriors #Covid19 #OdishaFightsCorona,Pune,Odisha CM Naveen Patnaik calls upon people of the State irrespective of where they are residing to sing Bande Utkala Janani at 5 30 pm on May 30 to express solidarity with CoronaWarriors Covid19 OdishaFightsCorona,[],,,,,,,
