Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,sadness,tentative,analytical,fear,anger
"Death mocks at life, in newer ways, with strange causes and bizarre reasons: 31yr old robust cop Amit lost to #COVID19 in just 2 days. #Styrene gas leak killing babies in their sleep. Mowed down while sleeping on the #railway tracks, out of exhaustion? And Liquor riots all over.",2020-05-08 05:29:09+00:00,26,69,#COVID19 #Styrene #railway,Delhi,Death mocks at life in newer ways with strange causes and bizarre reasons 31yr old robust cop Amit lost to COVID19 in just 2 days Styrene gas leak killing babies in their sleep Mowed down while sleeping on the railway tracks out of exhaustion And Liquor riots all over,"[{'score': 0.591249, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
Stuck with you - @ArianaGrande and @justinbieber All the money made from stuck with you will fund grants and scholarships for children impacted by the #COVID19 #stuckwithyou ,2020-05-08 05:25:16+00:00,0,0,#COVID19 #stuckwithyou,Delhi,Stuck with you and All the money made from stuck with you will fund grants and scholarships for children impacted by the COVID19 stuckwithyou,"[{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"Kashmiri students stranded in Bangladesh thank Indian Govt, EAM @DrSJaishankar &amp; Indian High Commission in Dhaka for rescuing them amidst #COVID19 pandemic. First repatriation flight leaves for Srinagar from Dhaka at 11am today. 167 Indian Medical Students return home to Kashmir. ",2020-05-08 05:15:42+00:00,352,1477,#COVID19,Delhi,Kashmiri students stranded in Bangladesh thank Indian Govt EAM amp Indian High Commission in Dhaka for rescuing them amidst COVID19 pandemic First repatriation flight leaves for Srinagar from Dhaka at 11am today 167 Indian Medical Students return home to Kashmir,"[{'score': 0.717228, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"Got to know #MukeshAmbani earned Rs.60,000/- crore during this lockdown! While me and a lot of like me are having a tough time earning Rs.6,000/-! Irony dekh rahe ho zindagi ki tum!? #LifeLessons #lockdown #Quarantine #covid19 #ambani",2020-05-08 05:15:28+00:00,0,4,#MukeshAmbani #LifeLessons #lockdown #Quarantine #covid19 #ambani,Delhi,Got to know MukeshAmbani earned Rs 60 000 crore during this lockdown While me and a lot of like me are having a tough time earning Rs 6 000 Irony dekh rahe ho zindagi ki tum LifeLessons lockdown Quarantine covid19 ambani,[],,,,,,,
Treasures. #camera #antiques #fridaymorning #weekend #FridayThoughts #lockdownindia #covid19 ,2020-05-08 05:08:51+00:00,0,3,#camera #antiques #fridaymorning #weekend #FridayThoughts #lockdownindia #covid19,Delhi,Treasures camera antiques fridaymorning weekend FridayThoughts lockdownindia covid19,"[{'score': 0.632509, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
The #COVID19 situation demands our immediate attention to develop #GoodTech tools for crisis communication. Let’s join in #CallForCode and share your ideas. #IBM @ibm_in https://ibm.co/3bEM5sT,2020-05-08 05:08:32+00:00,0,2,#COVID19 #GoodTech #CallForCode #IBM,Delhi,The COVID19 situation demands our immediate attention to develop GoodTech tools for crisis communication Let s join in CallForCode and share your ideas IBM in,"[{'score': 0.69478, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"Its my humble request to @LtGovDelhi to seek President Rule till the time #COVID19 is brought under control else @ArvindKejriwal shall ruin Delhi forever,@KapilMishra_IND ,@Gupta_vijender and others make formal request to GOI.",2020-05-08 04:43:07+00:00,0,0,#COVID19,Delhi,Its my humble request to to seek President Rule till the time COVID19 is brought under control else shall ruin Delhi forever IND vijender and others make formal request to GOI,[],,,,,,,
Are you thinking of going out? Please don't #COVID19 #Covid_19 #coronavirus #Corona #pandemic #CoronaPandemic #stayhome #StaySafe #StayHomeStaySafe #stayhomestaysafe #stayhomestaysafe @narendramodi,2020-05-08 04:21:38+00:00,1,1,#COVID19 #Covid_19 #coronavirus #Corona #pandemic #CoronaPandemic #stayhome #stayhome #StaySafe #StayHomeStaySafe #stayhomestaysafe #stayhomestaysafe,Delhi,Are you thinking of going out Please don t COVID19 Covid 19 coronavirus Corona pandemic CoronaPandemic stayhome StaySafe StayHomeStaySafe stayhomestaysafe stayhomestaysafe,[],,,,,,,
Rahul Gandhi's Press Conf scheduled today at 11 AM #COVID19,2020-05-08 04:06:23+00:00,9,77,#COVID19,Delhi,Rahul Gandhi s Press Conf scheduled today at 11 AM COVID19,[],,,,,,,
7 States where most case reported in 24 hours Maharashtra-1216 Tamilnadu-580 Delhi-448 Gujarat-387 Panjab-128 MP-114 Rajasthan-110 5 States where most death case in 24 hours Maharashtra-43 Gujarat-29 MP-8 W B-7 Rajasthan-5 #coronavirus #Maharashtra #COVID19,2020-05-08 04:03:08+00:00,1,3,#coronavirus #Maharashtra #COVID19,Delhi,7 States where most case reported in 24 hours Maharashtra 1216 Tamilnadu 580 Delhi 448 Gujarat 387 Panjab 128 MP 114 Rajasthan 110 5 States where most death case in 24 hours Maharashtra 43 Gujarat 29 MP 8 W B 7 Rajasthan 5 coronavirus Maharashtra COVID19,[],,,,,,,
"Death toll due to #COVID19 rises to 1,886; cases climb to 56,342 in India: @MoHFW_INDIA",2020-05-08 03:54:56+00:00,1,5,#COVID19,Delhi,Death toll due to COVID19 rises to 1 886 cases climb to 56 342 in India INDIA,"[{'score': 0.573586, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
Just few days back national (Now Multinational) Jumla king said that India is helping other nations in fighting #COVID19 .. here back at home lacs of people are left stranded on roads. Shame on Us. #RIP innocent souls ,2020-05-08 03:53:47+00:00,0,1,#COVID19 #RIP,Delhi,Just few days back national Now Multinational Jumla king said that India is helping other nations in fighting COVID19 here back at home lacs of people are left stranded on roads Shame on Us RIP innocent souls,"[{'score': 0.726047, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
By when can you fly abroad or take a holiday? When will this lockdown nightmare end? Dr David Nabarro special #Covid19 envoy at WHO came on #Newstrack to talk about how India is faring in comparison to other countries.,2020-05-08 03:20:58+00:00,0,0,#Covid19 #Newstrack,Delhi,By when can you fly abroad or take a holiday When will this lockdown nightmare end Dr David Nabarro special Covid19 envoy at WHO came on Newstrack to talk about how India is faring in comparison to other countries,[],,,,,,,
The #Covid19 pandemic has collided with the #climatechange emergency. Need to integrate the solutions to both crises into a coherent response.,2020-05-08 03:16:01+00:00,0,0,#Covid19 #climatechange,Delhi,The Covid19 pandemic has collided with the climatechange emergency Need to integrate the solutions to both crises into a coherent response,"[{'score': 0.716881, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,1.0,
Migrant #Workers from Madhya Pradesh state board a bus for a railway station to return back to theit homes during the nationwide #lockdown in New Delhi on Thursday. @NewIndianXpress @TheMornStandard #COVID19 #coronavirus #MigrantWorkers,2020-05-08 02:38:50+00:00,0,10,#Workers #lockdown #COVID19 #coronavirus #MigrantWorkers,Delhi,Migrant Workers from Madhya Pradesh state board a bus for a railway station to return back to theit homes during the nationwide lockdown in New Delhi on Thursday COVID19 coronavirus MigrantWorkers,[],,,,,,,
Hello @Uber_India And @Olacabs Can you provide Ubermedic and emergency service to the nursing and doctor staff working @ShardaHospital affiliated with @sharda_uni. Sharda hospital in #Noida is at the forefront of the fight against #COVID19. @dmgbnagar,2020-05-08 02:26:14+00:00,0,2,#Noida #COVID19,Delhi,Hello India And Can you provide Ubermedic and emergency service to the nursing and doctor staff working affiliated with uni Sharda hospital in Noida is at the forefront of the fight against COVID19,[],,,,,,,
Govt efforts are going in vain. They are not doing something right for the right results to be reflected #COVID19 #COVID19outbreak #IndiaFightsCOVID19,2020-05-08 02:07:07+00:00,0,0,#COVID19 #COVID19outbreak #IndiaFightsCOVID19,Delhi,Govt efforts are going in vain They are not doing something right for the right results to be reflected COVID19 COVID19outbreak IndiaFightsCOVID19,"[{'score': 0.788547, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
@SetuAarogya @CovidIndiaSeva Why recovered test -ve still shows as active #COVID19 case within X distance? Also when one move it doesn't disclose updated info on 500 MTR distance. Also dashboard should disclose hotspots #coronavirus @PMOIndia @MoHFW_INDIA @GoI_MeitY,2020-05-08 02:05:21+00:00,1,0,#COVID19 #coronavirus,Delhi,Why recovered test ve still shows as active COVID19 case within X distance Also when one move it doesn t disclose updated info on 500 MTR distance Also dashboard should disclose hotspots coronavirus INDIA MeitY,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
Is it true that antibody for covid19 is ready #COVID19 #WHO #Covid_19,2020-05-07 20:51:32+00:00,0,0,#COVID19 #WHO #Covid_19,Delhi,Is it true that antibody for covid19 is ready COVID19 WHO Covid 19,"[{'score': 0.804984, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
"Check out my latest article: Plan ""CORONA"" for EVs https://www.linkedin.com/pulse/plan-corona-evs-abhishek-nishad via @LinkedIn #Electricvehicle #SMEs @EV_Research #COVID19 #coronavirus #LaCasaDePapel #MoneyHeist",2020-05-07 20:32:26+00:00,0,2,#Electricvehicle #SMEs #COVID19 #coronavirus #LaCasaDePapel #MoneyHeist,Delhi,Check out my latest article Plan CORONA for EVs via Electricvehicle SMEs Research COVID19 coronavirus LaCasaDePapel MoneyHeist,"[{'score': 0.698634, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
Most #USA States That Are Reopening Fail to Meet White House #COVID19 Guidelines ,2020-05-07 19:23:37+00:00,0,0,#USA #COVID19,Delhi,Most USA States That Are Reopening Fail to Meet White House COVID19 Guidelines,[],,,,,,,
We'll party on 31st Dec 2020 to celebrate the end of this year instead welcoming the next year..! #COVID19 #pandemic,2020-05-07 19:23:18+00:00,0,4,#COVID19 #pandemic,Delhi,We ll party on 31st Dec 2020 to celebrate the end of this year instead welcoming the next year COVID19 pandemic,"[{'score': 0.756655, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
@myogiadityanath Sir please help this family of Kanpur... They are seeking help from administration but no body is helping them.. #covid19 https://www.facebook.com/100004071391022/posts/2131602910318735/,2020-05-07 18:09:29+00:00,0,0,#covid19,Delhi,Sir please help this family of Kanpur They are seeking help from administration but no body is helping them covid19,"[{'score': 0.607495, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
"The Doctors, Nurses, Healthcare Workers, Policemen, Government Officials, and so many unnamed and uncelebrated heroes - #ThankYou for leading this fight against #Covid19 #UPRahatAyukt #IndiaFightsCOVID19 @noidapolice @CP_Noida @PankajSinghBJP @dr_maheshsharma @BJYM",2020-05-07 18:07:48+00:00,0,1,#ThankYou #ThankYou #Covid19 #UPRahatAyukt #IndiaFightsCOVID19,Delhi,The Doctors Nurses Healthcare Workers Policemen Government Officials and so many unnamed and uncelebrated heroes ThankYou for leading this fight against Covid19 UPRahatAyukt IndiaFightsCOVID19 Noida maheshsharma,[],,,,,,,
"So much for social distancing #coronavirusinindia #COVID19 – at A-block, Kalkaji",2020-05-07 17:18:06+00:00,0,0,#coronavirusinindia #COVID19,Delhi,So much for social distancing coronavirusinindia COVID19 at A block Kalkaji,"[{'score': 0.509067, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
Delhi registered 448 new positive reports on Thursday with active cases at 3983. #COVID19 ,2020-05-07 17:03:53+00:00,1,0,#COVID19,Delhi,Delhi registered 448 new positive reports on Thursday with active cases at 3983 COVID19,"[{'score': 0.509761, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,,,
India is country where #LiquorShops &amp; #Tobacoo shops are prime source of Revenue only &amp; our government has taken a decision to open shops amidst of #COVID19 when cases are on rise.The most witless decision by government.I request to govt. authorities to relook decision. #COVID19,2020-05-07 16:46:08+00:00,0,0,#LiquorShops #Tobacoo #COVID19 #COVID19,Delhi,India is country where LiquorShops amp Tobacoo shops are prime source of Revenue only amp our government has taken a decision to open shops amidst of COVID19 when cases are on rise The most witless decision by government I request to govt authorities to relook decision COVID19,"[{'score': 0.537399, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.576567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
Yes @AmitShah is silently working for #UCC #PopulationControlLaw post #COVID19 @KapilMishra_IND,2020-05-07 16:45:09+00:00,0,1,#UCC #PopulationControlLaw #COVID19,Delhi,Yes is silently working for UCC PopulationControlLaw post COVID19 IND,[],,,,,,,
In India unemployment due to #COVID19 is more than 27%. That means crores have become unemployed and #Modi government is totally clueless and doing nothing.,2020-05-07 16:41:37+00:00,0,1,#COVID19 #Modi,Delhi,In India unemployment due to COVID19 is more than 27 That means crores have become unemployed and Modi government is totally clueless and doing nothing,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,1.0,,
No running away from this Mr. Gump #socialDistancing #covid19 #humourTheVirus \foreverNow,2020-05-07 16:30:34+00:00,1,1,#socialDistancing #covid19 #humourTheVirus,Delhi,No running away from this Mr Gump socialDistancing covid19 humourTheVirus foreverNow,[],,,,,,,
"Awareness towards #covid19 &amp; door to door Sanitisation of C,D,E Block, JJ Camp Suraj Park, Rohini. #rohinifightscorona",2020-05-07 16:18:24+00:00,2,11,#covid19 #rohinifightscorona,Delhi,Awareness towards covid19 amp door to door Sanitisation of C D E Block JJ Camp Suraj Park Rohini rohinifightscorona,"[{'score': 0.527318, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"Watch the #COVID19 Prayer Concert by indian classical dancers on Saturday the 8th of May by Arts From India, New York .... #FacebookLiveStream ! *10AM to 12PM Eastern Standard Time 7:30PM to 9.30 PM Indian Standard time.*",2020-05-07 16:02:54+00:00,1,3,#COVID19 #FacebookLiveStream,Delhi,Watch the COVID19 Prayer Concert by indian classical dancers on Saturday the 8th of May by Arts From India New York FacebookLiveStream 10AM to 12PM Eastern Standard Time 7 30PM to 9 30 PM Indian Standard time,[],,,,,,,
"CM of Karnataka, Punjab, Haryana and Guj called @myogiadityanath to bring him to agreement that migrant labor shouldnt leave their states..rather uncompassionate that reason given was workers r needed for economy of 4 states and not concerned about risk of #covid19 spread. (1/3)",2020-05-07 15:59:27+00:00,8,22,#covid19,Delhi,CM of Karnataka Punjab Haryana and Guj called to bring him to agreement that migrant labor shouldnt leave their states rather uncompassionate that reason given was workers r needed for economy of 4 states and not concerned about risk of covid19 spread 1 3,[],,,,,,,
