Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,sadness,analytical,confident,tentative,anger,fear
#RamzanMubarak to all Let’s come together and pray for our country and whole in this Holy month of #Ramzan. We will fight this deadly virus #Corona #Covid19 and will win very soon. #StayHome #StaySafe Follow… https://www.instagram.com/p/B_TnfABAH5J/?igshid=1l9rs1lcowb1h,2020-04-23 02:24:43+00:00,0,0,#RamzanMubarak #Ramzan #Corona #Covid19 #StayHome #StayHome #StaySafe,Delhi,RamzanMubarak to all Let s come together and pray for our country and whole in this Holy month of Ramzan We will fight this deadly virus Corona Covid19 and will win very soon StayHome StaySafe Follow,"[{'score': 0.592419, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
"T53:- Make no mistake, coronavirus will be with us for a long time: WHO chief This is really important and serious.. #pandemic #PandemicDebate #CoronaVirusUpdates #COVIDー19 #COVID19 #lockdown #Lockdown2 #Lockdownextention",2020-04-23 02:04:22+00:00,0,2,#pandemic #PandemicDebate #CoronaVirusUpdates #COVID #COVID19 #lockdown #Lockdown2 #Lockdownextention,Delhi,T53 Make no mistake coronavirus will be with us for a long time WHO chief This is really important and serious pandemic PandemicDebate CoronaVirusUpdates COVID 19 COVID19 lockdown Lockdown2 Lockdownextention,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Kurnool's Legendary Dr. KM Ismail Hussain who use to charge Rs. 2 dies of #COVID19. ,2020-04-23 01:02:09+00:00,0,1,#COVID19,Delhi,Kurnool s Legendary Dr KM Ismail Hussain who use to charge Rs 2 dies of COVID19,[],,,,,,,
Congress Modi chor hai Modi ko dande padenge Abuse Hindus Abuse chowkidars Rob India for 70 years Same Congress after Madam ruler's real name is taken Send all CMs to file police complaints. #republic #soniagandhi #AntoniaMainoMunhKholo #AntonioMaino #covid #covid19 #lockdown,2020-04-22 21:17:58+00:00,0,0,#republic #soniagandhi #AntoniaMainoMunhKholo #AntonioMaino #covid #covid19 #lockdown,Delhi,Congress Modi chor hai Modi ko dande padenge Abuse Hindus Abuse chowkidars Rob India for 70 years Same Congress after Madam ruler s real name is taken Send all CMs to file police complaints republic soniagandhi AntoniaMainoMunhKholo AntonioMaino covid covid19 lockdown,[],,,,,,,
Together we shall overcome ! Thank you @feminaindia #COVID19 #pandemic #covid19fighter #India #IndiaFightsCorona,2020-04-22 21:09:41+00:00,0,2,#COVID19 #pandemic #covid19fighter #India #IndiaFightsCorona,Delhi,Together we shall overcome Thank you COVID19 pandemic covid19fighter India IndiaFightsCorona,"[{'score': 0.777335, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Together we shall overcome ! Thank you @FeminaIndia #COVID19 #pandemic #covid19fighter #india #IndiaFightsCorona,2020-04-22 21:09:36+00:00,0,1,#COVID19 #pandemic #covid19fighter #india #IndiaFightsCorona,Delhi,Together we shall overcome Thank you COVID19 pandemic covid19fighter india IndiaFightsCorona,"[{'score': 0.771399, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
A #species on the #earth is being tested while others reclaiming lost spaces. #EarthDay2020 #COVID19,2020-04-22 20:14:32+00:00,0,0,#species #earth #EarthDay2020 #EarthDay2020 #COVID19,Delhi,A species on the earth is being tested while others reclaiming lost spaces EarthDay2020 COVID19,[],,,,,,,
We provided 2 times Food to 2370 Citizens in Lockdown Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiranFoodPackages #UmeedKiKiran #SandeepRana #UKK #Bharat #FeedTheNeedy #CovidWarriors #IndiaFightsCorona #coronawarriors #JanaSeva #COVID2019india #COVID19outbreak #Jaipur – at Sector 24,2020-04-22 19:06:01+00:00,0,1,#COVID19 #UmeedKiKiranFoodPackages #UmeedKiKiran #SandeepRana #UKK #Bharat #FeedTheNeedy #CovidWarriors #IndiaFightsCorona #coronawarriors #JanaSeva #COVID2019india #COVID19outbreak #Jaipur,Delhi,We provided 2 times Food to 2370 Citizens in Lockdown Jai Hind SandeepRana COVID19 UmeedKiKiranFoodPackages UmeedKiKiran SandeepRana UKK Bharat FeedTheNeedy CovidWarriors IndiaFightsCorona coronawarriors JanaSeva COVID2019india COVID19outbreak Jaipur at Sector 24,"[{'score': 0.548881, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
We provided 2 times Food to 2370 Citizens in Lockdown Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiranFoodPackages #UmeedKiKiran #SandeepRana #UKK #Bharat #FeedTheNeedy #CovidWarriors #IndiaFightsCorona #coronawarriors #JanaSeva #COVID2019india #COVID19outbreak #Jaipur – at Sector 24,2020-04-22 19:00:19+00:00,0,0,#COVID19 #UmeedKiKiranFoodPackages #UmeedKiKiran #SandeepRana #UKK #Bharat #FeedTheNeedy #CovidWarriors #IndiaFightsCorona #coronawarriors #JanaSeva #COVID2019india #COVID19outbreak #Jaipur,Delhi,We provided 2 times Food to 2370 Citizens in Lockdown Jai Hind SandeepRana COVID19 UmeedKiKiranFoodPackages UmeedKiKiran SandeepRana UKK Bharat FeedTheNeedy CovidWarriors IndiaFightsCorona coronawarriors JanaSeva COVID2019india COVID19outbreak Jaipur at Sector 24,"[{'score': 0.548881, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
We provided 2 times Food to 2370 Citizens in Lockdown Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiranFoodPackages #UmeedKiKiran #SandeepRana #UKK #Bharat #FeedTheNeedy #CovidWarriors #IndiaFightsCorona #coronawarriors #JanaSeva #COVID2019india #COVID19outbreak #Jaipur – at Sector 24,2020-04-22 18:57:29+00:00,0,0,#COVID19 #UmeedKiKiranFoodPackages #UmeedKiKiran #SandeepRana #UKK #Bharat #FeedTheNeedy #CovidWarriors #IndiaFightsCorona #coronawarriors #JanaSeva #COVID2019india #COVID19outbreak #Jaipur,Delhi,We provided 2 times Food to 2370 Citizens in Lockdown Jai Hind SandeepRana COVID19 UmeedKiKiranFoodPackages UmeedKiKiran SandeepRana UKK Bharat FeedTheNeedy CovidWarriors IndiaFightsCorona coronawarriors JanaSeva COVID2019india COVID19outbreak Jaipur at Sector 24,"[{'score': 0.548881, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Date : 19/04/2020 We provided 2 times Food to 1980 Citizens in Lockdown Place : Rohini, Delhi Jai Hind @SR_SandeepRana #COVID2019india #FeedTheNeedy #IndiaFightsCorona #JanaSeva #CovidWarriors #COVID19 #UmeedKiKiranFoodPackages #UmeedKiKiran #SandeepRana #UKK #Bharat – at Sector 24",2020-04-22 18:48:03+00:00,0,0,#COVID2019india #FeedTheNeedy #IndiaFightsCorona #JanaSeva #CovidWarriors #COVID19 #UmeedKiKiranFoodPackages #UmeedKiKiran #SandeepRana #UKK #Bharat,Delhi,Date 19 04 2020 We provided 2 times Food to 1980 Citizens in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID2019india FeedTheNeedy IndiaFightsCorona JanaSeva CovidWarriors COVID19 UmeedKiKiranFoodPackages UmeedKiKiran SandeepRana UKK Bharat at Sector 24,"[{'score': 0.525963, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Absolutely hilarious seeing Congress ministers pose with copies of their police complaints as if they have found the cure for Coronavirus. Flagrant display of stupidity fails to seize by the day. #AntoniaMaino #AntoniaMainoMunhKholo #soniagandhi #covid #COVIDー19 #COVID19 #india,2020-04-22 18:39:39+00:00,0,1,#AntoniaMaino #AntoniaMainoMunhKholo #soniagandhi #covid #COVID #COVID19 #india,Delhi,Absolutely hilarious seeing Congress ministers pose with copies of their police complaints as if they have found the cure for Coronavirus Flagrant display of stupidity fails to seize by the day AntoniaMaino AntoniaMainoMunhKholo soniagandhi covid COVID 19 COVID19 india,"[{'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
most of the people are in turble because news are under the shadow of #COVID19. let the fresh air come there is sky beyond corona,2020-04-22 18:31:24+00:00,0,0,#COVID19,Delhi,most of the people are in turble because news are under the shadow of COVID19 let the fresh air come there is sky beyond corona,"[{'score': 0.647938, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"""Umeed Ki Kiran Food Packages"" provided for 10 Needy Families (60 People) Date : 19/04/2020 We provided 2 times Food to 1980 Citizens in Lockdown Place : Shahberi, UP Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiranFoodPackages #UmeedKiKiran #SandeepRana #UKK #Bharat – at Crossing Republic, Ghaziabad",2020-04-22 18:22:19+00:00,0,0,#COVID19 #UmeedKiKiranFoodPackages #UmeedKiKiran #SandeepRana #UKK #Bharat,Delhi,Umeed Ki Kiran Food Packages provided for 10 Needy Families 60 People Date 19 04 2020 We provided 2 times Food to 1980 Citizens in Lockdown Place Shahberi UP Jai Hind SandeepRana COVID19 UmeedKiKiranFoodPackages UmeedKiKiran SandeepRana UKK Bharat at Crossing Republic Ghaziabad,"[{'score': 0.537384, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"""Umeed Ki Kiran Food Packages"" provided for 10 Needy Families (60 People) Date : 19/04/2020 We provided 2 times Food to 1980 Citizens in Lockdown Place : Shahberi, UP Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiranFoodPackages #UmeedKiKiran #SandeepRana #UKK #Bharat",2020-04-22 18:18:51+00:00,0,0,#COVID19 #UmeedKiKiranFoodPackages #UmeedKiKiran #SandeepRana #UKK #Bharat,Delhi,Umeed Ki Kiran Food Packages provided for 10 Needy Families 60 People Date 19 04 2020 We provided 2 times Food to 1980 Citizens in Lockdown Place Shahberi UP Jai Hind SandeepRana COVID19 UmeedKiKiranFoodPackages UmeedKiKiran SandeepRana UKK Bharat,"[{'score': 0.516656, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Pakistan hosting SAARC Vidoe Conf tomorrow at the Senior Officials/Ministers level, SAARC Secy General to join too #COVID19 @SaarcSec @ABPNews",2020-04-22 18:09:50+00:00,2,11,#COVID19,Delhi,Pakistan hosting SAARC Vidoe Conf tomorrow at the Senior Officials Ministers level SAARC Secy General to join too COVID19,"[{'score': 0.629042, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"#EarthDay #2020 The #COVID19 came as a blessing in disguise, its letting mother nature rejuvenate and a warning to mankind to buckle up Let us make sure that our earth is loved and lived after this #lockdown too. Let's not forget its our mother nature and we owe her one.",2020-04-22 17:57:57+00:00,1,0,#EarthDay #EarthDay #COVID19 #lockdown,Delhi,EarthDay 2020 The COVID19 came as a blessing in disguise its letting mother nature rejuvenate and a warning to mankind to buckle up Let us make sure that our earth is loved and lived after this lockdown too Let s not forget its our mother nature and we owe her one,"[{'score': 0.784357, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
Delhi get no money from finance ministry to fight #COVID19 ? @ArvindKejriwal @msisodia what’s happening here. https://twitter.com/desistupides/status/1253012584342736900,2020-04-22 17:34:03+00:00,0,1,#COVID19,Delhi,Delhi get no money from finance ministry to fight COVID19 what s happening here,[],,,,,,,
"We, the Indians, shall very soon defeat the #Covid19 epidemic!",2020-04-22 17:32:52+00:00,0,1,#Covid19,Delhi,We the Indians shall very soon defeat the Covid19 epidemic,"[{'score': 0.564204, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,1.0,,,
"""UK government says a second spike in virus cases would trigger another lockdown"" #COVID19 ",2020-04-22 17:19:12+00:00,0,0,#COVID19,Delhi,UK government says a second spike in virus cases would trigger another lockdown COVID19,[],,,,,,,
"One #covid19 case reposred +ve today, taking district new count to 103 @Super137N @Noida7x @GaurCityResiden @GNPC247 @Greno_West",2020-04-22 17:06:06+00:00,2,3,#covid19,Delhi,One covid19 case reposred ve today taking district new count to 103 West,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"""UK government says Oxford University will begin human trials for a coronavirus vaccine this week"" #COVID19 ",2020-04-22 16:53:40+00:00,0,3,#COVID19,Delhi,UK government says Oxford University will begin human trials for a coronavirus vaccine this week COVID19,[],,,,,,,
Built this mindmap about the Technology Development Board of the Department of Science and Technology that has approved financial assistance to @MylabSolutions for their molecular test kits to ramp up testing of #COVID19 in India! ,2020-04-22 16:09:40+00:00,0,1,#COVID19,Delhi,Built this mindmap about the Technology Development Board of the Department of Science and Technology that has approved financial assistance to for their molecular test kits to ramp up testing of COVID19 in India,[],,,,,,,
"Aarogya Setu, a mobile app for India,developed to help citizens identify their risk of contacting Covid-19 (coronavirus) @AarogyaSetu #AarogyaSetu #indian #citizens #covid19 #coronavírus #download",2020-04-22 16:07:36+00:00,0,0,#AarogyaSetu #indian #citizens #covid19 #coronav #download,Delhi,Aarogya Setu a mobile app for India developed to help citizens identify their risk of contacting Covid 19 coronavirus AarogyaSetu indian citizens covid19 coronav rus download,[],,,,,,,
Beautiful poem by my Mother on #Covid19 pandemic. I hope tweetrati’s will like it. @SrBachchan @narendramodi @Pushpendrakuls0 @DrKumarVishwas #worldfightscorona,2020-04-22 16:01:04+00:00,0,2,#Covid19 #worldfightscorona,Delhi,Beautiful poem by my Mother on Covid19 pandemic I hope tweetrati s will like it worldfightscorona,"[{'score': 0.862735, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.798791, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,,
Since long we have been and we will be pursuing the Central Act for Protection of Doctors. The Ordinance in the current national crisis and pandemic is a welcome step #COVID19 @MoHFW_INDIA @narendramodi,2020-04-22 15:58:25+00:00,5,38,#COVID19,Delhi,Since long we have been and we will be pursuing the Central Act for Protection of Doctors The Ordinance in the current national crisis and pandemic is a welcome step COVID19 INDIA,[],,,,,,,
The PMO @NARENDERMODI should take cognisance of this episode and strict example setting action should be taken so that we can fight #Covid19 as one nation and not a chaotic devided society ,2020-04-22 15:57:13+00:00,0,0,#Covid19,Delhi,The PMO should take cognisance of this episode and strict example setting action should be taken so that we can fight Covid19 as one nation and not a chaotic devided society,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"#Covid19DEFDialogue Shatrunjai Singh and Abhay Singh, our Digital Foot Soldiers from Ghazipur, in Ep8 with @OsamaManzar talk about how they have been preparing 500 food kits daily by mapping and identifying the areas in need. https://www.youtube.com/watch?v=ANVWBBchKz8&amp;feature=youtu.be #covid19 #ruralIndia",2020-04-22 15:36:03+00:00,2,8,#Covid19DEFDialogue #covid19 #ruralIndia,Delhi,Covid19DEFDialogue Shatrunjai Singh and Abhay Singh our Digital Foot Soldiers from Ghazipur in Ep8 with talk about how they have been preparing 500 food kits daily by mapping and identifying the areas in need covid19 ruralIndia,[],,,,,,,
"#CoronavirusInIndia Updates: #Cabinet Approves Rs. 15,000 Crore For 'India #COVID19 Emergency Response And Health System Preparedness Package' ",2020-04-22 15:34:07+00:00,1,1,#CoronavirusInIndia #Cabinet #COVID19,Delhi,CoronavirusInIndia Updates Cabinet Approves Rs 15 000 Crore For India COVID19 Emergency Response And Health System Preparedness Package,"[{'score': 0.515576, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
The world maybe fighting COVID in 2020 but India has had to persistently ward off the virus that is the Congress and one community for 70+ years. Please maintain social distancing from these goofs. #SoniaGandhi #COVIDー19 #covid #lockdown #Aligarh #ThooMujiburRehmanThoo #COVID19 ,2020-04-22 15:13:48+00:00,0,0,#SoniaGandhi #COVID #covid #lockdown #Aligarh #ThooMujiburRehmanThoo #COVID19,Delhi,The world maybe fighting COVID in 2020 but India has had to persistently ward off the virus that is the Congress and one community for 70 years Please maintain social distancing from these goofs SoniaGandhi COVID 19 covid lockdown Aligarh ThooMujiburRehmanThoo COVID19,[],,,,,,,
