Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,analytical,sadness,tentative,fear,anger
"1 Date : 01/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 7680 poor people in Lockdown Place : Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 15:52:43+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,1 Date 01 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 7680 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
@RBI The Morotoriums on Loans repayments should be extended for a full calendar year as business and salary will be hard pressed all along the revival coarse during and post #Covid19,2020-05-23 15:49:36+00:00,0,0,#Covid19,Delhi,The Morotoriums on Loans repayments should be extended for a full calendar year as business and salary will be hard pressed all along the revival coarse during and post Covid19,[],,,,,,,
"2 Date : 01/05/2020 Food Distribution done by Umeed Ki Kiran NGO for 7380 poor people in Lockdown Place : Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 15:48:29+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,2 Date 01 05 2020 Food Distribution done by Umeed Ki Kiran NGO for 7380 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
Five key takeaways from COVID 19 experience to address Climate crisis https://lnkd.in/gPP_KTU #icleisouthasia #iclei #cdkn #covid19 #climateaction #staysafe #climatechange #climatecrisis #ClimateEmergency,2020-05-23 15:41:16+00:00,1,0,#icleisouthasia #iclei #cdkn #covid19 #climateaction #climateaction #staysafe #climatechange #climatecrisis #ClimateEmergency,Delhi,Five key takeaways from COVID 19 experience to address Climate crisis icleisouthasia iclei cdkn covid19 climateaction staysafe climatechange climatecrisis ClimateEmergency,[],,,,,,,
"2 Date : 29/04/2020 Food Distribution done by Umeed Ki Kiran NGO for 7200 poor people in Lockdown Place : Shahberi, UP Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Crossing Republic, Ghaziabad",2020-05-23 15:39:19+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,2 Date 29 04 2020 Food Distribution done by Umeed Ki Kiran NGO for 7200 poor people in Lockdown Place Shahberi UP Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Crossing Republic Ghaziabad,[],,,,,,,
There is absolutely no logic Just thermal scan doesn't mean that the passengers aren't #Covid19 positive There is something called #incubation period,2020-05-23 15:38:17+00:00,0,0,#Covid19 #incubation,Delhi,There is absolutely no logic Just thermal scan doesn t mean that the passengers aren t Covid19 positive There is something called incubation period,"[{'score': 0.75258, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.702145, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
"1 Date : 29/04/2020 Food Distribution done by Umeed Ki Kiran NGO for 7200 poor people in Lockdown Place : Shahberi, UP Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Crossing Republic, Ghaziabad",2020-05-23 15:38:02+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,1 Date 29 04 2020 Food Distribution done by Umeed Ki Kiran NGO for 7200 poor people in Lockdown Place Shahberi UP Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Crossing Republic Ghaziabad,[],,,,,,,
"2 Date : 29/04/2020 Food Distribution done by Umeed Ki Kiran NGO for 7080 poor people in Lockdown Place : Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 15:35:43+00:00,0,1,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,2 Date 29 04 2020 Food Distribution done by Umeed Ki Kiran NGO for 7080 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
"2 Date : 29/04/2020 Food Distribution done by Umeed Ki Kiran NGO for 6660 poor people in Lockdown Place : Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 15:31:56+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,2 Date 29 04 2020 Food Distribution done by Umeed Ki Kiran NGO for 6660 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
"1 Date : 29/04/2020 Food Distribution done by Umeed Ki Kiran NGO for 6660 poor people in Lockdown Place : Rohini, Delhi Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Sector 24",2020-05-23 15:30:21+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,1 Date 29 04 2020 Food Distribution done by Umeed Ki Kiran NGO for 6660 poor people in Lockdown Place Rohini Delhi Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Sector 24,[],,,,,,,
"Date : 27/04/2020 Food Distribution done by Umeed Ki Kiran NGO for 6180 poor people in Lockdown Place : Shahberi, UP Jai Hind @SR_SandeepRana #COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy – at Crossing Republic, Ghaziabad",2020-05-23 15:18:35+00:00,0,0,#COVID19 #UmeedKiKiran #SandeepRana #UKK #Bharat #IndiaFightsCOVID19 #India #CoronaWarriors #IndiaFightsCorona #FeedTheNeedy,Delhi,Date 27 04 2020 Food Distribution done by Umeed Ki Kiran NGO for 6180 poor people in Lockdown Place Shahberi UP Jai Hind SandeepRana COVID19 UmeedKiKiran SandeepRana UKK Bharat IndiaFightsCOVID19 India CoronaWarriors IndiaFightsCorona FeedTheNeedy at Crossing Republic Ghaziabad,[],,,,,,,
Because flight is a necessity and cinema is entertainment! And we are getting enough entertainment already by seeing dumb tweets like these from dumb people like u!! #SaturdayThoughts #COVID19 #IndiaFightsCorona,2020-05-23 14:20:44+00:00,0,0,#SaturdayThoughts #COVID19 #IndiaFightsCorona,Delhi,Because flight is a necessity and cinema is entertainment And we are getting enough entertainment already by seeing dumb tweets like these from dumb people like u SaturdayThoughts COVID19 IndiaFightsCorona,[],,,,,,,
Dealing with the stress during #COVID19 can be challenging and the feeling of fear &amp; anxiety might overpower our minds. Some do's and dont's that might help us cope better during these tough times. #NMDC #DosAndDonts #staysafe #stayhealthy #ManageYourMind #IndiaFightsCorona,2020-05-23 14:18:28+00:00,11,30,#COVID19 #NMDC #DosAndDonts #staysafe #stayhealthy #ManageYourMind #IndiaFightsCorona,Delhi,Dealing with the stress during COVID19 can be challenging and the feeling of fear amp anxiety might overpower our minds Some do s and dont s that might help us cope better during these tough times NMDC DosAndDonts staysafe stayhealthy ManageYourMind IndiaFightsCorona,"[{'score': 0.940065, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,1.0,
"#Hope is seeing the light in spite of being surrounded by darkness . . . . . #RenderingInfiniteExperiences #TriveniEvents #StayOptimistic #Hopeful #COVID19 #CoronaVirus @Connaught Place, New Delhi https://www.instagram.com/p/CAiHGzgH3BQ/?igshid=1sdx5ceceozt7",2020-05-23 14:01:47+00:00,0,0,#Hope #RenderingInfiniteExperiences #TriveniEvents #StayOptimistic #Hopeful #COVID19 #CoronaVirus,Delhi,Hope is seeing the light in spite of being surrounded by darkness RenderingInfiniteExperiences TriveniEvents StayOptimistic Hopeful COVID19 CoronaVirus Place New Delhi,"[{'score': 0.639716, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.848326, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.839577, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,1.0,,
Amidst the #COVID19 pandemic #ModiGovernment is continuing with their witch - hunt of #Jamiastudents in the pretence of false charges under #UAPA This is how #fascism advance. #StandWithJamia,2020-05-23 13:56:34+00:00,1,0,#COVID19 #ModiGovernment #Jamiastudents #UAPA #fascism #StandWithJamia,Delhi,Amidst the COVID19 pandemic ModiGovernment is continuing with their witch hunt of Jamiastudents in the pretence of false charges under UAPA This is how fascism advance StandWithJamia,[],,,,,,,
"Globally, countries are releasing under trials and political prisoners because of the threat of #COVID19. But in India, the BJP govt is witch-hunting students and activists and throwing them behind bars. This is horrible. #StandWithJamia",2020-05-23 13:36:54+00:00,2,3,#COVID19 #StandWithJamia,Delhi,Globally countries are releasing under trials and political prisoners because of the threat of COVID19 But in India the BJP govt is witch hunting students and activists and throwing them behind bars This is horrible StandWithJamia,"[{'score': 0.504946, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.631014, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,1.0,,,
Just made a change to this famous meme. Makes more sense now what say @IndiGo6E @airindiain @jetairways @JetBlue @qatarairways #COVID19 #meme,2020-05-23 13:36:52+00:00,1,1,#COVID19 #meme,Delhi,Just made a change to this famous meme Makes more sense now what say COVID19 meme,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
The lockdown hasnt been able to flatten #COVID19 curve. But the govt has attempted to flatten the backs of its critics by abusing the lockdown. The Delhi Police has arrested Jamia students sensing the lockdown as an opportunity to curb voices of opposition. #StandWithJamia,2020-05-23 13:36:44+00:00,0,2,#COVID19 #StandWithJamia,Delhi,The lockdown hasnt been able to flatten COVID19 curve But the govt has attempted to flatten the backs of its critics by abusing the lockdown The Delhi Police has arrested Jamia students sensing the lockdown as an opportunity to curb voices of opposition StandWithJamia,"[{'score': 0.540447, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
" Much of the positive news these days seems to be coming from #GodsOwnCountry ~ #Kerala! Don't Panic, #Corona 24x7 #TollFree 1075, 01123978046 &amp; 9013151515 to Fight against #COVID19.. #StayHome All d Bst! B Sporty Happy.. जय हिन्द! #HappyYadav https://twitter.com/anupamyad/status/1264104327364456449 – at HUDCO Place",2020-05-23 13:36:00+00:00,1,1,#GodsOwnCountry #Kerala #Corona #TollFree #COVID19 #StayHome #StayHome #HappyYadav,Delhi,Much of the positive news these days seems to be coming from GodsOwnCountry Kerala Don t Panic Corona 24x7 TollFree 1075 01123978046 amp 9013151515 to Fight against COVID19 StayHome All d Bst B Sporty Happy HappyYadav at HUDCO Place,"[{'score': 0.621374, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Leaders across India witnessed today Dailogue between @Munilokesh and Jito apex President Ganpatji Choudhary on Professional &amp; Social well-being Post Pandemic with effective execution plan to support Nation, Organized by Ahimsa Vishwa Bharti. #COVID19 ",2020-05-23 13:29:32+00:00,6,16,#COVID19,Delhi,Leaders across India witnessed today Dailogue between and Jito apex President Ganpatji Choudhary on Professional amp Social well being Post Pandemic with effective execution plan to support Nation Organized by Ahimsa Vishwa Bharti COVID19,"[{'score': 0.572603, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.641954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
People sitting on his terrace in the evening due to lockdown in the whole country because of #covid19. . . . . . . #lockdown #onAssignment . . . . . . . .… https://www.instagram.com/p/CAh-ziaDeVP/?igshid=1ubnf5d5fvx7n,2020-05-23 12:49:18+00:00,0,0,#covid19 #lockdown #onAssignment,Delhi,People sitting on his terrace in the evening due to lockdown in the whole country because of covid19 lockdown onAssignment,"[{'score': 0.928569, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Himachal Pradesh Cabinet allows schools to charge only tuition fees from students, in view of #COVID19 pandemic.",2020-05-23 12:49:13+00:00,0,1,#COVID19,Delhi,Himachal Pradesh Cabinet allows schools to charge only tuition fees from students in view of COVID19 pandemic,"[{'score': 0.897416, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Dear Dr.@ShashiTharoor ! Our whole team is privileged to set up our first #COVID19 recovery center / temporary hospital in your constituency #Trivandrum - as one of the many innovative solutions you had helped to initiate there during these trying times. @PIIndiaOrg @Anantuniv,2020-05-23 12:35:54+00:00,9,35,#COVID19 #Trivandrum,Delhi,Dear Dr Our whole team is privileged to set up our first COVID19 recovery center temporary hospital in your constituency Trivandrum as one of the many innovative solutions you had helped to initiate there during these trying times,"[{'score': 0.575806, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
@dmgbnagar sir I really appreciate your all step taken towards #COVID19 sir I just want to say please take some strict decision. Its ur district and your people ,2020-05-23 12:35:15+00:00,0,0,#COVID19,Delhi,sir I really appreciate your all step taken towards COVID19 sir I just want to say please take some strict decision Its ur district and your people,[],,,,,,,
The doubling time of #COVID19 in India is much higher in comparison to other countries in the world. #IndiaFightsCorona,2020-05-23 12:02:54+00:00,0,0,#COVID19 #IndiaFightsCorona,Delhi,The doubling time of COVID19 in India is much higher in comparison to other countries in the world IndiaFightsCorona,"[{'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
".#HTCitySpotlight Catch @NushratBharucha, her mother, her grandmother and @drmankulmanish LIVE on #Facebook today at 7 PM as they discuss eldercare amid #Covid19 crisis @htTweets",2020-05-23 11:30:29+00:00,1,6,#HTCitySpotlight #Facebook #Covid19,Delhi,HTCitySpotlight Catch her mother her grandmother and LIVE on Facebook today at 7 PM as they discuss eldercare amid Covid19 crisis,[],,,,,,,
"Relentless campaign by @MoHFW_INDIA and #coronawarriors led by @drharshvardhan, @narendramodi has kept us from any major spread of pandemic within the country. The guard must not be lowered and no laxity till this passes completely #covid19 ",2020-05-23 10:48:26+00:00,5,4,#coronawarriors #covid19,Delhi,Relentless campaign by INDIA and coronawarriors led by has kept us from any major spread of pandemic within the country The guard must not be lowered and no laxity till this passes completely covid19,[],,,,,,,
"China has rolled the dice on central bank digital currencies, challenging other nations to follow. Radical changes happening in the financial sector while the world is battling #COVID19. Would have big ramifications in future. ",2020-05-23 10:36:49+00:00,3,5,#COVID19,Delhi,China has rolled the dice on central bank digital currencies challenging other nations to follow Radical changes happening in the financial sector while the world is battling COVID19 Would have big ramifications in future,[],,,,,,,
"Record 6,654 new #COVID19 cases in India in last 24 hours, tally rises to 1,25,101; death toll climbs to 3,720: @MoHFW_INDIA",2020-05-23 10:16:12+00:00,0,1,#COVID19,Delhi,Record 6 654 new COVID19 cases in India in last 24 hours tally rises to 1 25 101 death toll climbs to 3 720 INDIA,"[{'score': 0.519553, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"Catch @NushratBharucha, her mother, her grandmother and @drmankulmanish LIVE on #Facebook today at 7 PM as they discuss eldercare amid #Covid19 crisis @htTweets",2020-05-23 10:10:57+00:00,3,13,#Facebook #Covid19,Delhi,Catch her mother her grandmother and LIVE on Facebook today at 7 PM as they discuss eldercare amid Covid19 crisis,"[{'score': 0.527342, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"Prof JN Pande (former HOD of #Medicine, #AIIMS), a great teacher, pulmonologist, biostatistician, and a great diagnostician; beloved teacher of all students, #died due to #COVID19 yesterday. My deepest condolences and personal homage to our teacher. Rest In Peace Sir ",2020-05-23 10:07:56+00:00,0,0,#Medicine #AIIMS #died #COVID19,Delhi,Prof JN Pande former HOD of Medicine AIIMS a great teacher pulmonologist biostatistician and a great diagnostician beloved teacher of all students died due to COVID19 yesterday My deepest condolences and personal homage to our teacher Rest In Peace Sir,"[{'score': 0.713837, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,1.0,,,
"#Necessity is the mother of all inventions Before #covid19, he used to sell balloons but due to #pandemic situation, he was unable to manage his livelihood. Same Bicycle, Same motivation but now the product has been changed from ballons to #mask ,The new journey ",2020-05-23 10:07:48+00:00,0,1,#Necessity #covid19 #pandemic #mask,Delhi,Necessity is the mother of all inventions Before covid19 he used to sell balloons but due to pandemic situation he was unable to manage his livelihood Same Bicycle Same motivation but now the product has been changed from ballons to mask The new journey,"[{'score': 0.540089, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.652235, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,1.0,,,
"#FarmerConnect portal provides a platform for #Farmer Producer Organisations (#FPOs), Farmer Producer Companies (#FPCs) and #cooperatives to interact with #exporters. #Agriculture #COVID19 Join Us at: http://farmerconnect.apeda.gov.in/",2020-05-23 09:35:00+00:00,20,63,#FarmerConnect #Farmer #FPOs #FPCs #cooperatives #exporters #Agriculture #COVID19,Delhi,FarmerConnect portal provides a platform for Farmer Producer Organisations FPOs Farmer Producer Companies FPCs and cooperatives to interact with exporters Agriculture COVID19 Join Us at,"[{'score': 0.610296, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.60456, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"While plastic has become one of the heroes in our fight against Covid-19, let's play our supporting role by discarding and managing the plastic waste properly #environment #plastic #saveearth #dangerous #covid #covid19 #humarakartavy #crisis @CeoNoida @CPCB_OFFICIAL @sharmarekha",2020-05-23 08:32:09+00:00,0,1,#environment #plastic #saveearth #dangerous #covid #covid19 #humarakartavy #crisis,Delhi,While plastic has become one of the heroes in our fight against Covid 19 let s play our supporting role by discarding and managing the plastic waste properly environment plastic saveearth dangerous covid covid19 humarakartavy crisis OFFICIAL,[],,,,,,,
