Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,tentative,analytical,confident,sadness,anger,fear
"Looking at the donation coming from all over, businessmen, sportsmen, actors and all other Indian. Hopefully the government utilize it correctly and reach out to the poorest of the countrymen, otherwise these Donation will be just figures whihc is of no use. #COVID19 #RatanTata",2020-03-28 15:40:37+00:00,2,2,#COVID19 #RatanTata,Kolkata,Looking at the donation coming from all over businessmen sportsmen actors and all other Indian Hopefully the government utilize it correctly and reach out to the poorest of the countrymen otherwise these Donation will be just figures whihc is of no use COVID19 RatanTata,"[{'score': 0.626595, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.582401, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
"On the 65th anniversary of the lowest innings score ever in Test cricket, take a look at other major records that have stood for at least 50 years #COVID19 #Lockdown #StayHome #StaySafe",2020-03-28 15:20:57+00:00,0,0,#COVID19 #Lockdown #StayHome #StayHome #StaySafe,Kolkata,On the 65th anniversary of the lowest innings score ever in Test cricket take a look at other major records that have stood for at least 50 years COVID19 Lockdown StayHome StaySafe,"[{'score': 0.520127, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.704382, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"It's a request those are advised quarantine or isolation. Be stamped. So that if they don't follow the norms, & come out be identified by the people around. B'coz of such people we are heading Stage 3 #COVID19 @MamataOfficial @KolkataPolice @PMOIndia @MoHFW_INDIA",2020-03-28 15:09:13+00:00,0,0,#COVID19,Kolkata,It s a request those are advised quarantine or isolation Be stamped So that if they don t follow the norms come out be identified by the people around B coz of such people we are heading Stage 3 COVID19 INDIA,"[{'score': 0.847578, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.511119, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,1.0,,,,
Superb gesture. Much appreciated. #IndiaFightsCorona #TataGroup #TataTrusts #HumanityFirst #Philanthropy #COVID19 #Charity #ReliefFund,2020-03-28 14:32:36+00:00,0,0,#IndiaFightsCorona #TataGroup #TataTrusts #HumanityFirst #Philanthropy #COVID19 #Charity #ReliefFund,Kolkata,Superb gesture Much appreciated IndiaFightsCorona TataGroup TataTrusts HumanityFirst Philanthropy COVID19 Charity ReliefFund,"[{'score': 0.745855, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
"This post is written by Madhurima Nandy, Indian, Researcher. @narendramodi @PMOIndia @MamataOfficial @AITCofficial @AITC_Parliament @PiyushGoyal @nsitharamanoffc @WHO @AmitShah @HMOIndia @PIB_India @nitin_gadkari #COVID19 #IndiaVsCorona #CoronavirusOutbreak #StayHomeStaySafe ",2020-03-28 14:22:18+00:00,0,0,#COVID19 #IndiaVsCorona #CoronavirusOutbreak #StayHomeStaySafe,Kolkata,This post is written by Madhurima Nandy Indian Researcher Parliament India gadkari COVID19 IndiaVsCorona CoronavirusOutbreak StayHomeStaySafe,[],,,,,,,
"#BREAKING Two more test positive for #COVID19 infection in West Bengal taking the total number of infected to 17. @DeccanHerald #COVID19 ,#COVID2019india",2020-03-28 14:18:24+00:00,2,2,#BREAKING #COVID19 #COVID19 #COVID2019india,Kolkata,BREAKING Two more test positive for COVID19 infection in West Bengal taking the total number of infected to 17 COVID19 COVID2019india,"[{'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
It’s nothing but like the Italian jam-packed football stadium before outbreak of #Covid19.,2020-03-28 13:46:19+00:00,0,1,#Covid19,Kolkata,It s nothing but like the Italian jam packed football stadium before outbreak of Covid19,[],,,,,,,
#Covid19 How much our Oldest Party Donated to PM fund??,2020-03-28 13:37:06+00:00,0,0,#Covid19,Kolkata,Covid19 How much our Oldest Party Donated to PM fund,[],,,,,,,
"What happened to the proposed healthcare budget 20-21 by @nsitharaman An amount of 69000 crore. Had that been true, right now we would have had ample of PPE, ISOLATION WARDS , VENTILATORS AND we would have also alloted an amount to ICMR for R&amp;D of COVID-19 vaccine. #COVID19 ",2020-03-28 12:29:14+00:00,1,4,#COVID19,Kolkata,What happened to the proposed healthcare budget 20 21 by An amount of 69000 crore Had that been true right now we would have had ample of PPE ISOLATION WARDS VENTILATORS AND we would have also alloted an amount to ICMR for R amp D of COVID 19 vaccine COVID19,[],,,,,,,
"What all do you find in your kitchen larder if you look hard ..Alu ke Papad from Banaras gifted by a friend two months ago, who had recently gone there.. #lockdown #Covid19 ",2020-03-28 10:57:26+00:00,0,0,#lockdown #Covid19,Kolkata,What all do you find in your kitchen larder if you look hard Alu ke Papad from Banaras gifted by a friend two months ago who had recently gone there lockdown Covid19,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
8years back on this day I lost my only #Sister. Don't know why she left us only at the age of 35yrs. Someone rightly said #God takes those ppl early who r most lovable. Wherever she is hope her #soul is getting peace &amp; she is #blessing us from sky to fight against #COVID19 ,2020-03-28 10:11:57+00:00,2,9,#Sister #God #soul #blessing #COVID19,Kolkata,8years back on this day I lost my only Sister Don t know why she left us only at the age of 35yrs Someone rightly said God takes those ppl early who r most lovable Wherever she is hope her soul is getting peace amp she is blessing us from sky to fight against COVID19,[],,,,,,,
"#IndiaFightsCorona Take protective measures to protect yourself and your loved ones. Because, together we can fight #COVID19. #CoronavirusOutbreak DOES NOT DISCRIMINATE, WHY SHOULD WE? #CoronaOutbreak #SwasthaBharat #HealthForAll",2020-03-28 09:22:05+00:00,3,4,#IndiaFightsCorona #COVID19 #CoronavirusOutbreak #CoronaOutbreak #SwasthaBharat #HealthForAll,Kolkata,IndiaFightsCorona Take protective measures to protect yourself and your loved ones Because together we can fight COVID19 CoronavirusOutbreak DOES NOT DISCRIMINATE WHY SHOULD WE CoronaOutbreak SwasthaBharat HealthForAll,"[{'score': 0.611098, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.750465, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
Let us all keep a #positive attitude during the lockdown. Tell us in the comments below how you are coping up with the lockdown. #SocialDistancing #COVID19 #StaySafe #OxfordBookstore,2020-03-28 09:16:14+00:00,2,4,#positive #SocialDistancing #COVID19 #StaySafe #OxfordBookstore,Kolkata,Let us all keep a positive attitude during the lockdown Tell us in the comments below how you are coping up with the lockdown SocialDistancing COVID19 StaySafe OxfordBookstore,"[{'score': 0.603768, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
Never before have these many humans thought about the same thing at the same time. #covid19 #COVID2019india #21DaysChallenge #StayHomeStaySafe #CoronavirusOutbreak #SaveLives #saveindia,2020-03-28 08:43:29+00:00,0,0,#covid19 #COVID2019india #21DaysChallenge #StayHomeStaySafe #CoronavirusOutbreak #SaveLives #saveindia,Kolkata,Never before have these many humans thought about the same thing at the same time covid19 COVID2019india 21DaysChallenge StayHomeStaySafe CoronavirusOutbreak SaveLives saveindia,"[{'score': 0.778006, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
Legendary athlete #MilkhaSingh's family donates Rs 2 lakh for Chandigarh’s #Covid2019 relief fund #CoronaUpdate #CoronavirusOutbreak #StayHomeSaveLives #StayHomeStaySafe #COVID19 #Covid_19,2020-03-28 08:36:30+00:00,0,2,#MilkhaSingh #Covid2019 #CoronaUpdate #CoronavirusOutbreak #StayHomeSaveLives #StayHomeStaySafe #COVID19 #Covid_19,Kolkata,Legendary athlete MilkhaSingh s family donates Rs 2 lakh for Chandigarh s Covid2019 relief fund CoronaUpdate CoronavirusOutbreak StayHomeSaveLives StayHomeStaySafe COVID19 Covid 19,[],,,,,,,
INDIA COVID-19 REPORT #COVID19 #CoronaOutbreak #CoronaUpdate,2020-03-28 07:59:04+00:00,0,2,#COVID19 #CoronaOutbreak #CoronaUpdate,Kolkata,INDIA COVID 19 REPORT COVID19 CoronaOutbreak CoronaUpdate,"[{'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
No one is allowed during lockdown.. Good initiative.. Salute boss #COVID19 #Belghoria #fightagainstcorona #StayAwareStaySafe #StayHomeSaveLives #HomeQuarantine #21DaysChallenge #SocialDistancingNow,2020-03-28 06:58:49+00:00,0,2,#COVID19 #Belghoria #fightagainstcorona #StayAwareStaySafe #StayHomeSaveLives #HomeQuarantine #21DaysChallenge #SocialDistancingNow,Kolkata,No one is allowed during lockdown Good initiative Salute boss COVID19 Belghoria fightagainstcorona StayAwareStaySafe StayHomeSaveLives HomeQuarantine 21DaysChallenge SocialDistancingNow,"[{'score': 0.620431, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
What if China just got too carried away after binge-watching X-Men Series? P.S: Failed attempt to mutation? #PandaKnows #Covid19 #xmen,2020-03-28 06:35:12+00:00,0,2,#PandaKnows #Covid19 #xmen,Kolkata,What if China just got too carried away after binge watching X Men Series P S Failed attempt to mutation PandaKnows Covid19 xmen,"[{'score': 0.780639, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.769251, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,1.0,,
#Covid2019 | 70-year-old preacher from Punjab may have infected 27 people. #COVID19 #COVID2019 #Covid_19 #StayAtHomeAndStaySafe #StaySafe,2020-03-28 04:54:19+00:00,0,1,#Covid2019 #COVID19 #COVID2019 #Covid_19 #StayAtHomeAndStaySafe #StaySafe,Kolkata,Covid2019 70 year old preacher from Punjab may have infected 27 people COVID19 COVID2019 Covid 19 StayAtHomeAndStaySafe StaySafe,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,,
"From building hospitals2manufacturing masks, from keeping millions of people safely indoors to delivering them essentials, China's administration was as swift as kung fu fighters.. Excellent article on China's war & success against #COVID19 by @SuranjanaRb",2020-03-28 03:45:13+00:00,3,11,#COVID19,Kolkata,From building hospitals2manufacturing masks from keeping millions of people safely indoors to delivering them essentials China s administration was as swift as kung fu fighters Excellent article on China s war success against COVID19 by,"[{'score': 0.757788, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.52686, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
@narendramodi @MamataOfficial plz see this 5 mins #COVID19 test apprved in US from @AbbottNews? Can we get it here for more quicker tests n increase coverage? #CoronaLockdown,2020-03-28 03:19:58+00:00,0,1,#COVID19 #CoronaLockdown,Kolkata,plz see this 5 mins COVID19 test apprved in US from Can we get it here for more quicker tests n increase coverage CoronaLockdown,[],,,,,,,
"All Kendriya Vidyalaya to allow the use of school buildings for temporary housing of likely #COVID19 cases, in view of the #coronavirus situation in the country. #KendriyaVidyalayaSangathan",2020-03-27 21:23:59+00:00,0,0,#COVID19 #coronavirus #KendriyaVidyalayaSangathan,Kolkata,All Kendriya Vidyalaya to allow the use of school buildings for temporary housing of likely COVID19 cases in view of the coronavirus situation in the country KendriyaVidyalayaSangathan,"[{'score': 0.708196, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
"Italy records almost 1,000 #COVID19 related deaths, highest in a day. #CoronaVirusitaly #CoronaUpdate",2020-03-27 20:36:41+00:00,0,0,#COVID19 #CoronaVirusitaly #CoronaUpdate,Kolkata,Italy records almost 1 000 COVID19 related deaths highest in a day CoronaVirusitaly CoronaUpdate,"[{'score': 0.745783, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,1.0,,1.0,,
"This #covid19 has really shown us certain things we would’ve never imagined happening otherwise. After years of criticising India for all it’s bad politics and crime, today after so many years, I can finally say that “I’m proud to be an Indian” #ProudIndian #IndiaFightsCorona",2020-03-27 19:47:58+00:00,0,1,#covid19 #ProudIndian #IndiaFightsCorona,Kolkata,This covid19 has really shown us certain things we would ve never imagined happening otherwise After years of criticising India for all it s bad politics and crime today after so many years I can finally say that I m proud to be an Indian ProudIndian IndiaFightsCorona,"[{'score': 0.503021, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.643177, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
The stifling of the economy is a concomitant to the current pandemic. Would hurt China though towards it swift rise to topple USA as the largest economy. #COVID19 ,2020-03-27 19:00:40+00:00,0,0,#COVID19,Kolkata,The stifling of the economy is a concomitant to the current pandemic Would hurt China though towards it swift rise to topple USA as the largest economy COVID19,"[{'score': 0.505712, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
"While all eyeballs are focussed on #Covid19, Barkha pl focus on scarcity of life saving implants, drugs, etc at hospitals due to lockdown. Emergency patients're running the risk due to supply chain bottlenecks. OPD's closed &amp; IPD's at low scale. Health catastrophe looming.",2020-03-27 18:04:17+00:00,0,1,#Covid19,Kolkata,While all eyeballs are focussed on Covid19 Barkha pl focus on scarcity of life saving implants drugs etc at hospitals due to lockdown Emergency patients re running the risk due to supply chain bottlenecks OPD s closed amp IPD s at low scale Health catastrophe looming,"[{'score': 0.540018, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
If India successfully wins this battle against #COVID19 @narendramodi will be unstoppable in power for the coming one decade !,2020-03-27 16:58:39+00:00,0,3,#COVID19,Kolkata,If India successfully wins this battle against COVID19 will be unstoppable in power for the coming one decade,[],,,,,,,
"#Lockdown21 Day 3/21: Just watched a 26-second video of @rogerfederer saying “Hello, everyone” over the years, if you’re looking for ways to while away time indoors. #COVID2019 #COVID19 #Covid_19india",2020-03-27 16:16:51+00:00,0,3,#Lockdown21 #COVID2019 #COVID19 #Covid_19india,Kolkata,Lockdown21 Day 3 21 Just watched a 26 second video of saying Hello everyone over the years if you re looking for ways to while away time indoors COVID2019 COVID19 Covid 19india,[],,,,,,,
Coronavirus Outbreak In West Bengal: রাজ্যে করোনায় আক্রান্ত আরও ৫. @COVID19Update #COVID19 #covid19kolkata Read on https://jionewsapi.media.jio.com/s/1/apis?d=NyZpZD03MzI3MDc=,2020-03-27 15:44:18+00:00,0,0,#COVID19 #covid19kolkata,Kolkata,Coronavirus Outbreak In West Bengal COVID19 covid19kolkata Read on,[],,,,,,,
