Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,sadness,joy,fear,confident,analytical,tentative,anger
"#SemcoCare Personal Protective Products and Equipments available for Worldwide supplies. Fast deliveries. CE, FDA certified. #Facemasks #n95mask #protectivesuit #Isolationsuit #ProtectiveGogles #covid19 rapid #testkit #gloves WhatsApp +9810068590 Email:- nks@semcoindia.com",2020-03-25 19:34:40+00:00,1,1,#SemcoCare #Facemasks #n95mask #protectivesuit #Isolationsuit #ProtectiveGogles #covid19 #testkit #gloves,Delhi,SemcoCare Personal Protective Products and Equipments available for Worldwide supplies Fast deliveries CE FDA certified Facemasks n95mask protectivesuit Isolationsuit ProtectiveGogles covid19 rapid testkit gloves WhatsApp 9810068590 Email nks com,"[{'score': 0.791857, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"#SemcoCare Personal Protective Products and Equipments available for Worldwide supplies. Fast deliveries. CE, FDA certified. #Facemasks #n95mask #protectivesuit #Isolationsuit #ProtectiveGogles #covid19 rapid #testkit #gloves WhatsApp +9810068590 Email:- nks@semcoindia.com",2020-03-25 19:33:48+00:00,0,0,#SemcoCare #Facemasks #n95mask #protectivesuit #Isolationsuit #ProtectiveGogles #covid19 #testkit #gloves,Delhi,SemcoCare Personal Protective Products and Equipments available for Worldwide supplies Fast deliveries CE FDA certified Facemasks n95mask protectivesuit Isolationsuit ProtectiveGogles covid19 rapid testkit gloves WhatsApp 9810068590 Email nks com,"[{'score': 0.791857, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"#SemcoCare Personal Protective Products and Equipments available for Worldwide supplies. Fast deliveries. CE, FDA certified. #Facemasks #n95mask #protectivesuit #Isolationsuit #ProtectiveGogles #covid19 rapid #testkit #gloves WhatsApp +9810068590 Email:- nks@semcoindia.com",2020-03-25 19:32:05+00:00,0,0,#SemcoCare #Facemasks #n95mask #protectivesuit #Isolationsuit #ProtectiveGogles #covid19 #testkit #gloves,Delhi,SemcoCare Personal Protective Products and Equipments available for Worldwide supplies Fast deliveries CE FDA certified Facemasks n95mask protectivesuit Isolationsuit ProtectiveGogles covid19 rapid testkit gloves WhatsApp 9810068590 Email nks com,"[{'score': 0.791857, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"#SemcoCare Personal Protective Products and Equipments available for Worldwide supplies. Fast deliveries. CE, FDA certified. #Facemasks #n95mask #protectivesuit #Isolationsuit #ProtectiveGogles #covid19 rapid #testkit #gloves WhatsApp +9810068590 Email:- nks@semcoindia.com",2020-03-25 19:31:14+00:00,0,0,#SemcoCare #Facemasks #n95mask #protectivesuit #Isolationsuit #ProtectiveGogles #covid19 #testkit #gloves,Delhi,SemcoCare Personal Protective Products and Equipments available for Worldwide supplies Fast deliveries CE FDA certified Facemasks n95mask protectivesuit Isolationsuit ProtectiveGogles covid19 rapid testkit gloves WhatsApp 9810068590 Email nks com,"[{'score': 0.791857, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"#SemcoCare Personal Protective Products and Equipments available for Worldwide supplies. Fast deliveries. CE, FDA certified. #Facemasks #n95mask #protectivesuit #Isolationsuit #ProtectiveGogles #covid19 rapid #testkit #gloves WhatsApp +9810068590 Email:- nks@semcoindia.com",2020-03-25 19:30:06+00:00,3,4,#SemcoCare #Facemasks #n95mask #protectivesuit #Isolationsuit #ProtectiveGogles #covid19 #testkit #gloves,Delhi,SemcoCare Personal Protective Products and Equipments available for Worldwide supplies Fast deliveries CE FDA certified Facemasks n95mask protectivesuit Isolationsuit ProtectiveGogles covid19 rapid testkit gloves WhatsApp 9810068590 Email nks com,"[{'score': 0.791857, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
A confirmed case of COVID19 infected doctor has been reported. He was working in govt. Setup of Mohalla clinic where Doctors are directly exposed to patients. @ArvindKejriwal @SatyendarJain @drpankajsolanki @PMOIndia @drharshvardhan @Drmanugautam #doctor4covid #COVID2019 #COVID19 ,2020-03-25 19:15:41+00:00,26,25,#doctor4covid #COVID2019 #COVID19,Delhi,A confirmed case of COVID19 infected doctor has been reported He was working in govt Setup of Mohalla clinic where Doctors are directly exposed to patients doctor4covid COVID2019 COVID19,"[{'score': 0.655013, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
"And also people are disobeying the lockdown totally and gathering is in full form which may result spread of #COVID19 . Village-Sulsulia P/O- Sulsulia, Nuangad, Baragarh, 768030. Please inform and take action against it. @Naveen_Odisha @bargarhpolice",2020-03-25 18:57:32+00:00,0,0,#COVID19,Delhi,And also people are disobeying the lockdown totally and gathering is in full form which may result spread of COVID19 Village Sulsulia P O Sulsulia Nuangad Baragarh 768030 Please inform and take action against it Odisha,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
@Naveen_Odisha @HFWOdisha There r some rumors being spread in whatsapp regarding some fake #COVID19 cases in rural Odisha which creating a panic like situation amongst the people. So please take action against such rumors and make creat awareness in rural area. #Lockdown21,2020-03-25 18:53:55+00:00,0,0,#COVID19 #Lockdown21,Delhi,Odisha There r some rumors being spread in whatsapp regarding some fake COVID19 cases in rural Odisha which creating a panic like situation amongst the people So please take action against such rumors and make creat awareness in rural area Lockdown21,"[{'score': 0.639517, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.602632, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
Did you plan for a “bug” in your #businessplan? - My Take #CoronaBusinessImpact #Covid19 #BusinessInCoronaWorld https://mathurnavneet.blogspot.com/2020/03/was-there-virus-in-your-business-plan.html,2020-03-25 17:58:26+00:00,1,1,#businessplan #CoronaBusinessImpact #Covid19 #BusinessInCoronaWorld,Delhi,Did you plan for a bug in your businessplan My Take CoronaBusinessImpact Covid19 BusinessInCoronaWorld,[],,,,,,,
CAUTION: Important for all Corona can spread via faecal wastes too https://www.thelancet.com/journals/langas/article/PIIS2468-1253(20)30048-0/fulltext #COVID19outbreak #Covid19India #COVID19 #CoronavirusPandemic,2020-03-25 17:54:08+00:00,0,0,#COVID19outbreak #Covid19India #COVID19 #CoronavirusPandemic,Delhi,CAUTION Important for all Corona can spread via faecal wastes too COVID19outbreak Covid19India COVID19 CoronavirusPandemic,"[{'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.587989, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
Thank you @ICCAWorld for organising such an informative webinar helping us get connected with the rest of the world amidst such challenging times. Looking forward to more such sessions. #ConferencesbyIndeBo #ICCAGlobalConversations #InteractiveWebinar #COVID19 #WednesdayWisdom,2020-03-25 17:53:47+00:00,0,2,#ConferencesbyIndeBo #ICCAGlobalConversations #InteractiveWebinar #COVID19 #WednesdayWisdom,Delhi,Thank you for organising such an informative webinar helping us get connected with the rest of the world amidst such challenging times Looking forward to more such sessions ConferencesbyIndeBo ICCAGlobalConversations InteractiveWebinar COVID19 WednesdayWisdom,"[{'score': 0.723252, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
China definitely needs to be removed from the World map. #ChineseVirus #CoronavirusPandemic #COVID19,2020-03-25 17:49:21+00:00,0,0,#ChineseVirus #CoronavirusPandemic #COVID19,Delhi,China definitely needs to be removed from the World map ChineseVirus CoronavirusPandemic COVID19,"[{'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
3 year-old child tests positive in Hyderabad with travel history to Saudi Arabia! Maybe the youngest case of #COVID19 in India #indialockdown,2020-03-25 17:22:35+00:00,8,8,#COVID19 #indialockdown,Delhi,3 year old child tests positive in Hyderabad with travel history to Saudi Arabia Maybe the youngest case of COVID19 in India indialockdown,"[{'score': 0.560293, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
Providing essential service & taking care of hygiene/sanitation of our customers visiting SBI branches is our prime concern during #COVID19 .The encouraging words from customers boost morale of our staff.Thanks Maj General Guha for your encouraging words. @TheOfficialSBI @guptapk,2020-03-25 16:59:24+00:00,57,238,#COVID19,Delhi,Providing essential service taking care of hygiene sanitation of our customers visiting SBI branches is our prime concern during COVID19 The encouraging words from customers boost morale of our staff Thanks Maj General Guha for your encouraging words,[],,,,,,,
Just in: @airindiain will evacuate over 300 Israel nationals from Delhi (India) to Tel Aviv (Israel) tomorrow. Boeing 777 AI-139 planes have been deployed for the evacuation operation. #COVID19 @IsraelinIndia,2020-03-25 16:36:35+00:00,13,42,#COVID19,Delhi,Just in will evacuate over 300 Israel nationals from Delhi India to Tel Aviv Israel tomorrow Boeing 777 AI 139 planes have been deployed for the evacuation operation COVID19,[],,,,,,,
Must watch this video. It will reveal the truth behind Corona... https://m.youtube.com/watch?v=8Gm9RYZCsPs #coronavirusindia #COVID19 #JantaCurfew,2020-03-25 16:29:38+00:00,0,0,#coronavirusindia #COVID19 #JantaCurfew,Delhi,Must watch this video It will reveal the truth behind Corona coronavirusindia COVID19 JantaCurfew,"[{'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
#Day1of21 #Lockdown in #India due to #ChinaVirus #COVID19 : Numbers continue 2 increase but seems to be in control. Went to bring #dailyneed stuffs #wearing #mask and managed to get 70% of our agenda items. If people behave irresponsibly then v could even be looking at curfew,2020-03-25 16:25:37+00:00,2,3,#Day1of21 #Lockdown #India #ChinaVirus #COVID19 #dailyneed #wearing #mask,Delhi,Day1of21 Lockdown in India due to ChinaVirus COVID19 Numbers continue 2 increase but seems to be in control Went to bring dailyneed stuffs wearing mask and managed to get 70 of our agenda items If people behave irresponsibly then v could even be looking at curfew,"[{'score': 0.669509, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.552075, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,1.0,
"Issue special passes to #caregivers to people with #disabilities to assist them at home and institutions else we will not survive or cope with #COVID19 with physical, mental and emotional well being @PMOIndia @AmitShah @NITIAayog @MSJEGOI @TCGEHLOT @UNinIndia @ArvindKejriwal",2020-03-25 16:08:54+00:00,0,1,#caregivers #disabilities #COVID19,Delhi,Issue special passes to caregivers to people with disabilities to assist them at home and institutions else we will not survive or cope with COVID19 with physical mental and emotional well being,"[{'score': 0.68314, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
What is Hantavirus ? In Hindi Full Explained https://www.kamalhow.com/2020/03/what-is-hantavirus-full-explain-symptoms-precautions-protections-coronavirus-in-hindi-kamal-how-kamalhow-china-virus-rat-virus-transmitted-disease.html #kamalhow #kamalhow #hantavirus kamal how #chinavirus #covid19 #COVID2019 #Hantavirus,2020-03-25 16:03:05+00:00,0,0,#kamalhow #kamalhow #hantavirus #chinavirus #covid19 #COVID2019 #Hantavirus,Delhi,What is Hantavirus In Hindi Full Explained kamalhow kamalhow hantavirus kamal how chinavirus covid19 COVID2019 Hantavirus,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
Immediate action required else another issue will occur - Atleast provide hand glubs to respected policemans who are deployed and checking people. Imagine if they transmitted with #Covid19 and keep checking others too. @PMOIndia @noidapolice @TOIDelhi @aajtak @HindiKhabar,2020-03-25 16:03:00+00:00,0,0,#Covid19,Delhi,Immediate action required else another issue will occur Atleast provide hand glubs to respected policemans who are deployed and checking people Imagine if they transmitted with Covid19 and keep checking others too,"[{'score': 0.595347, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
See how some people are displaying their sheer ignorance just to scare public’s consciousness. You better take off that tweet before BELLO gets to you for spreading fake information and character assassination. He’s hale and hearty. He tests negative for #Covid19 ,2020-03-25 16:02:37+00:00,1,1,#Covid19,Delhi,See how some people are displaying their sheer ignorance just to scare public s consciousness You better take off that tweet before BELLO gets to you for spreading fake information and character assassination He s hale and hearty He tests negative for Covid19,"[{'score': 0.808667, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
An appeal by #DelhiPolice @DelhiPolice @CPDelhi &amp; we as responsible citizens must adhere to it .... #Covid19 ,2020-03-25 15:57:03+00:00,0,0,#DelhiPolice #Covid19,Delhi,An appeal by DelhiPolice amp we as responsible citizens must adhere to it Covid19,[],,,,,,,
Lockdown India.....Stay Home . . . . . .@rajak7136 @mr_r.prajapati #21DayLockDown #IndiaLockDown #SocialDistancing #Covid19 #CoronaVirus #CoronaOutbreak #CreativeSpot #TrendingNow #DigitalMarketing #SocialMedia #MovesOfMarketing #marketingmind.in #socialketchup,2020-03-25 15:56:24+00:00,0,0,#21DayLockDown #IndiaLockDown #SocialDistancing #Covid19 #CoronaVirus #CoronaOutbreak #CreativeSpot #TrendingNow #DigitalMarketing #SocialMedia #MovesOfMarketing #marketingmind #socialketchup,Delhi,Lockdown India Stay Home r prajapati 21DayLockDown IndiaLockDown SocialDistancing Covid19 CoronaVirus CoronaOutbreak CreativeSpot TrendingNow DigitalMarketing SocialMedia MovesOfMarketing marketingmind in socialketchup,"[{'score': 0.533224, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1.0,,,,,
"Issue special passes to #caregivers to people with #disabilities to assist them at home and institutions else we will not survive or cope with #COVID19 with physical, mental and emotional well being #righttolive @PMOIndia @AmitShah @NITIAayog @RajivKumar1 @DelhiPolice @UNDP_India",2020-03-25 15:44:13+00:00,0,0,#caregivers #disabilities #COVID19 #righttolive,Delhi,Issue special passes to caregivers to people with disabilities to assist them at home and institutions else we will not survive or cope with COVID19 with physical mental and emotional well being righttolive India,"[{'score': 0.686573, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
"When the going gets tough , The tough show up on radio. Catch @iRituMalhotra a 24 Year IITIan whose creation features among the top 5 innovations to fight #Covid19 . Tune in at 9am #BharatPositive",2020-03-25 15:36:37+00:00,17,98,#Covid19 #BharatPositive,Delhi,When the going gets tough The tough show up on radio Catch a 24 Year IITIan whose creation features among the top 5 innovations to fight Covid19 Tune in at 9am BharatPositive,"[{'score': 0.544682, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
It is absolutely wrong that journalists and doctors are asked by societies to vacate their accommodations. They are playing an important role in making people aware about the current #COVID19 situation: Union Minister @PrakashJavdekar #IndiaFightsCorona,2020-03-25 14:27:53+00:00,0,0,#COVID19 #IndiaFightsCorona,Delhi,It is absolutely wrong that journalists and doctors are asked by societies to vacate their accommodations They are playing an important role in making people aware about the current COVID19 situation Union Minister IndiaFightsCorona,[],,,,,,,
