Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,joy,sadness,tentative,confident,anger,fear
"""My childhood memories in pictures "" One of my best drama which i played in gujrat ""shripal raja &amp; maina sundri"" i did the maina sundri character in it. Which is People liked it very much... #memories #stayhome #lockdown #covid19 #mainasundri #jaindrama #jainism #jyotimaam",2020-04-05 08:24:18+00:00,0,1,#memories #stayhome #stayhome #lockdown #covid19 #mainasundri #jaindrama #jainism #jyotimaam,Mumbai,My childhood memories in pictures One of my best drama which i played in gujrat shripal raja amp maina sundri i did the maina sundri character in it Which is People liked it very much memories stayhome lockdown covid19 mainasundri jaindrama jainism jyotimaam,"[{'score': 0.74621, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
#COVID19 is a great opportunity for manufacturers to accelerate their #DigitalTransformation initiatives.,2020-04-05 08:02:50+00:00,0,3,#COVID19 #DigitalTransformation,Mumbai,COVID19 is a great opportunity for manufacturers to accelerate their DigitalTransformation initiatives,"[{'score': 0.647526, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
Let us light up our Souls Proud of our Nation's PM @narendramodi and these little things he is doing to bring us all together. Be sensitive as people are losing lives to this #covid19 Its not a celebration it is a sign of Solidarity #IndiaFightsCornona #9pm9minutes #StaySafe,2020-04-05 08:02:19+00:00,0,2,#covid19 #IndiaFightsCornona #9pm9minutes #StaySafe,Mumbai,Let us light up our Souls Proud of our Nation s PM and these little things he is doing to bring us all together Be sensitive as people are losing lives to this covid19 Its not a celebration it is a sign of Solidarity IndiaFightsCornona 9pm9minutes StaySafe,"[{'score': 0.688948, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
Here's how you can spend your leisure time this quarantine. #Corona #GoCoronaGo #Coronavirus #COVID19 #StayHomeStaySafe #TakePrecautionAgainstCorona #SocialDistancing #Viral #Quarantine #LetsBeatCorona #IndiaFightsCorona #ThingsToDoThisQuarantine #IndiaStaysHome #LockDown,2020-04-05 07:38:28+00:00,0,1,#Corona #GoCoronaGo #Coronavirus #COVID19 #StayHomeStaySafe #TakePrecautionAgainstCorona #SocialDistancing #Viral #Quarantine #LetsBeatCorona #IndiaFightsCorona #ThingsToDoThisQuarantine #IndiaStaysHome #LockDown,Mumbai,Here s how you can spend your leisure time this quarantine Corona GoCoronaGo Coronavirus COVID19 StayHomeStaySafe TakePrecautionAgainstCorona SocialDistancing Viral Quarantine LetsBeatCorona IndiaFightsCorona ThingsToDoThisQuarantine IndiaStaysHome LockDown,"[{'score': 0.542424, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
2 new #Covid19 cases in #Mumbai’s Dharavi area. 4000 people under quarantine. @disha2791 with a ground report #21daylockdown #IndiaFightsCoronavirus #StayHomeIndia,2020-04-05 07:12:20+00:00,1,0,#Covid19 #Mumbai #21daylockdown #IndiaFightsCoronavirus #StayHomeIndia,Mumbai,2 new Covid19 cases in Mumbai s Dharavi area 4000 people under quarantine with a ground report 21daylockdown IndiaFightsCoronavirus StayHomeIndia,[],,,,,,,
(6/6) Rachel is probably chilling in her @RalphLauren athleisure and doing Instagram lives about her home workout sessions #FRIENDS #COVID19,2020-04-05 07:08:54+00:00,0,2,#FRIENDS #COVID19,Mumbai,6 6 Rachel is probably chilling in her athleisure and doing Instagram lives about her home workout sessions FRIENDS COVID19,"[{'score': 0.745248, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.704683, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1,,1,,,
(5/6) Ross is probably making Fajitas and eating them alone as he is not “ALLOWED” in Rachel’s room because of “self quarantine” #FRIENDS #COVID19,2020-04-05 07:07:36+00:00,0,3,#FRIENDS #COVID19,Mumbai,5 6 Ross is probably making Fajitas and eating them alone as he is not ALLOWED in Rachel s room because of self quarantine FRIENDS COVID19,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
(4/6) Chandler probably is telling people how his “pink bunny suit” should be called “the new hazmat suit” #FRIENDS #COVID19,2020-04-05 07:06:21+00:00,0,3,#FRIENDS #COVID19,Mumbai,4 6 Chandler probably is telling people how his pink bunny suit should be called the new hazmat suit FRIENDS COVID19,[],,,,,,,
(3/6) Phoebe would’ve already predicted this because she can “hear” her grandmother and is probably packing her apocalypse bag #Friends #COVID19,2020-04-05 07:00:24+00:00,0,2,#Friends #COVID19,Mumbai,3 6 Phoebe would ve already predicted this because she can hear her grandmother and is probably packing her apocalypse bag Friends COVID19,"[{'score': 0.655481, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1,,,,
"[Thread] #India still has'nt taken #covid19 seriously, We're turning this pandemic into festive,while ppl r dying. Lack of testing kits,ventilators,PPE. Majority of ppl still unaware of symptoms,A woman in Pune tested negative earlier but later after her death tested positive 1/2",2020-04-05 06:59:45+00:00,4,7,#India #covid19,Mumbai,Thread India still has nt taken covid19 seriously We re turning this pandemic into festive while ppl r dying Lack of testing kits ventilators PPE Majority of ppl still unaware of symptoms A woman in Pune tested negative earlier but later after her death tested positive 1 2,"[{'score': 0.618617, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1,,,,
(2/6) Joey would be crying “WHY GOD WHY?!” because h can’t have sex or eat turkey at Monica’s #Friends #COVID19,2020-04-05 06:58:46+00:00,0,2,#Friends #COVID19,Mumbai,2 6 Joey would be crying WHY GOD WHY because h can t have sex or eat turkey at Monica s Friends COVID19,"[{'score': 0.729645, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1,,,,
If F.R.I.E.N.D.S had happened in times of #COVID19 Monica would be spritzing sanitizer all over her home and hits shower each time someone touches her (1/6) #friends,2020-04-05 06:57:33+00:00,0,2,#COVID19 #friends,Mumbai,If F R I E N D S had happened in times of COVID19 Monica would be spritzing sanitizer all over her home and hits shower each time someone touches her 1 6 friends,[],,,,,,,
"Our new distribution centre at Thane made possible thro the efforts of activist Mukta Srivastava and Architect Suvarna Ghosh from Cosmos Builders. With its strategic location, @gbgbandolan and #HelpingHands will be able to considerably ramp up relief in Mumbai &amp; Thane. #COVID19 – at Big Bazaar",2020-04-05 06:38:56+00:00,3,18,#HelpingHands #COVID19,Mumbai,Our new distribution centre at Thane made possible thro the efforts of activist Mukta Srivastava and Architect Suvarna Ghosh from Cosmos Builders With its strategic location and HelpingHands will be able to considerably ramp up relief in Mumbai amp Thane COVID19 at Big Bazaar,"[{'score': 0.593331, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
Don’t miss @factordaily’s podcast with our Senior Executive Advisor Ravi Venkatesan in which he shares his view on the current #covid19 situation. ,2020-04-05 06:04:31+00:00,3,5,#covid19,Mumbai,Don t miss s podcast with our Senior Executive Advisor Ravi Venkatesan in which he shares his view on the current covid19 situation,"[{'score': 0.617828, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1,,,,
"#9baje9minute असतोमा सद्गमय । तमसोमा ज्योतिर् गमय । Lighting Diyas symbolises removing darkness, win over evil power. May hands of our PM @narendramodi be more strengthened for his resolve, patience &amp; handling the #Covid19 like a true statesman. Unto a new era of radiance. ",2020-04-05 05:58:03+00:00,0,0,#9baje9minute #Covid19,Mumbai,9baje9minute Lighting Diyas symbolises removing darkness win over evil power May hands of our PM be more strengthened for his resolve patience amp handling the Covid19 like a true statesman Unto a new era of radiance,[],,,,,,,
Amazed to see the steps taken by @CMOMaharashtra . Thank you for your extra ordinary approach and methods to tackle #covid19. We are all together in this. Thank you Sir @AUThackeray for being this active on twitter and providing people with the personal touch. thankful. ,2020-04-05 05:27:06+00:00,0,0,#covid19,Mumbai,Amazed to see the steps taken by Thank you for your extra ordinary approach and methods to tackle covid19 We are all together in this Thank you Sir for being this active on twitter and providing people with the personal touch thankful,"[{'score': 0.747869, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
#COVID19 Watched @ParasiteMovie on @PrimeVideo. It's a fine and deep movie which touches many nuisances of a society. The actors acted brilliantly and movie keeps you engaged. The story is simple however you keep guessing what will happen next! Recommended.,2020-04-05 04:56:47+00:00,0,1,#COVID19,Mumbai,COVID19 Watched on It s a fine and deep movie which touches many nuisances of a society The actors acted brilliantly and movie keeps you engaged The story is simple however you keep guessing what will happen next Recommended,"[{'score': 0.726674, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"No amount of thali-taali banging, lighting candles, diyas can help us in this fight against #COVID19, only doctors can. Provide adequate PPE and gears to doctors, or else we're heading towards our own doom. #ModijiSaveDoctors",2020-04-05 03:45:32+00:00,117,166,#COVID19 #ModijiSaveDoctors,Mumbai,No amount of thali taali banging lighting candles diyas can help us in this fight against COVID19 only doctors can Provide adequate PPE and gears to doctors or else we re heading towards our own doom ModijiSaveDoctors,[],,,,,,,
-1st world leader to call a regional conference like SAARC on #COVID19 &amp; plan a G20 summit via VC -India has evacuated many Citizens from various global Corona hotspots -Global organization like WHO praising India for its decisive leadership to combat,2020-04-05 03:33:05+00:00,1,0,#COVID19 #ModiTheWorldLeader,Mumbai,1st world leader to call a regional conference like SAARC on COVID19 amp plan a G20 summit via VC India has evacuated many Citizens from various global Corona hotspots Global organization like WHO praising India for its decisive leadership to combat COVID ModiTheWorldLeader,"[{'score': 0.550751, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
#COVID19Pandemic NMMC on instruction from Comm AB Misal sir has converted Vashi FRU General Hosptal 100% for treatment of #COVID19 patients &amp; ALL General treatment will be now available at DY PATIL hosptial Nerul &amp; all UHP. #CoronaUpdate #Stayhomestaysafe,2020-04-05 01:50:12+00:00,1,12,#COVID19Pandemic #COVID19 #CoronaUpdate #Stayhomestaysafe,Mumbai,COVID19Pandemic NMMC on instruction from Comm AB Misal sir has converted Vashi FRU General Hosptal 100 for treatment of COVID19 patients amp ALL General treatment will be now available at DY PATIL hosptial Nerul amp all UHP CoronaUpdate Stayhomestaysafe,[],,,,,,,
"Are you feeling the same what I m feeling...??? See the latest update(Sunday, 05 April 2020, Morning 6.30am) on Corona website. Compair between top 5 Countries. It seems that China have the medicine for this Pandemic. #Corona #Covid19 #FightAgainstCoronavirus",2020-04-05 01:18:02+00:00,0,1,#Corona #Covid19 #FightAgainstCoronavirus,Mumbai,Are you feeling the same what I m feeling See the latest update Sunday 05 April 2020 Morning 6 30am on Corona website Compair between top 5 Countries It seems that China have the medicine for this Pandemic Corona Covid19 FightAgainstCoronavirus,"[{'score': 0.615379, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"While all of us are posting daily workout pictures and videos to motivate ourselves to be healthy during this lockdown, I'll just let the result speak for itself Once this lockdown is over and #covid19 is gone… https://www.instagram.com/p/B-k0crwloQf/?igshid=15nojc6ua1jpg",2020-04-04 22:13:42+00:00,0,0,#covid19,Mumbai,While all of us are posting daily workout pictures and videos to motivate ourselves to be healthy during this lockdown I ll just let the result speak for itself Once this lockdown is over and covid19 is gone,"[{'score': 0.894707, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"When you see the world leaders lauding our PM @narendramodi ji for the way he's taking hold of things during this #COVID19 crises, trust me it's a feeling that can't be described in words.. India is completely #MODIfied under ur leadership, Thank U Sir.. #ModiTheWorldLeader",2020-04-04 21:00:23+00:00,2,8,#COVID19 #MODIfied #ModiTheWorldLeader,Mumbai,When you see the world leaders lauding our PM ji for the way he s taking hold of things during this COVID19 crises trust me it s a feeling that can t be described in words India is completely MODIfied under ur leadership Thank U Sir ModiTheWorldLeader,"[{'score': 0.58437, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"Social distancing! So close, yet so far! @dallasclayton #covid19 #corona #socialdistancing #india #april #2020 #digitallife #rt #love #dallasclayton #magnumopus #artwork #quarantine #instagood #stayhome @… https://www.instagram.com/p/B-kmK-cH_fQ/?igshid=1pgi8kt8nd9e3",2020-04-04 20:08:56+00:00,0,0,#covid19 #corona #socialdistancing #india #april #digitallife #rt #love #dallasclayton #magnumopus #artwork #quarantine #instagood #stayhome #stayhome,Mumbai,Social distancing So close yet so far covid19 corona socialdistancing india april 2020 digitallife rt love dallasclayton magnumopus artwork quarantine instagood stayhome,"[{'score': 0.894214, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,1,,,,,
"When you choose fruit as a side and feel healthy AF Just kidding... Cheers guys, it's Saturday in case someone needed a reminder #TheHungryShetty #COVID19 Stay Home Stay Safe… https://www.instagram.com/p/B-keF0zlUi-/?igshid=g33g3lgfvasz",2020-04-04 18:58:21+00:00,0,0,#TheHungryShetty #COVID19,Mumbai,When you choose fruit as a side and feel healthy AF Just kidding Cheers guys it s Saturday in case someone needed a reminder TheHungryShetty COVID19 Stay Home Stay Safe,"[{'score': 0.755981, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.765702, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1,,1,,,
True that ! #covid19 ,2020-04-04 17:46:23+00:00,0,0,#covid19,Mumbai,True that covid19,"[{'score': 0.684993, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1,,,1,,
#Whales come near the #BombayCoast at #BombayHigh I’m told tweet @nishjamvwal insta @nishajamvwal #Covid19 ,2020-04-04 16:49:12+00:00,1,8,#Whales #BombayCoast #BombayHigh #Covid19,Mumbai,Whales come near the BombayCoast at BombayHigh I m told tweet insta Covid19,[],,,,,,,
"43 more #COVID19 cases reported in Telangana today taking the total number of positive cases in the state to 272, including 33 patients cured/discharged &amp; 11 deaths. Total active cases at 228: Telangana Health Department",2020-04-04 16:42:38+00:00,0,0,#COVID19,Mumbai,43 more COVID19 cases reported in Telangana today taking the total number of positive cases in the state to 272 including 33 patients cured discharged amp 11 deaths Total active cases at 228 Telangana Health Department,"[{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,1,,
Yeh lockdown July end tak rahega Mark my tweet #LockdownNow #COVID19 #coronaupdatesindia,2020-04-04 16:04:43+00:00,1,0,#LockdownNow #COVID19 #coronaupdatesindia,Mumbai,Yeh lockdown July end tak rahega Mark my tweet LockdownNow COVID19 coronaupdatesindia,[],,,,,,,
"Post #Covid19, restaurants and hotels are going to face serious problems even further because of the new breed of #humBhiMasterchef",2020-04-04 15:54:25+00:00,0,1,#Covid19 #humBhiMasterchef,Mumbai,Post Covid19 restaurants and hotels are going to face serious problems even further because of the new breed of humBhiMasterchef,"[{'score': 0.898858, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1,,,,,,
