Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,joy,confident,tentative,analytical,sadness,fear,anger
"Actually @RahulGandhi was taking about #REPUBLIC_OF_WADIYA Not #wayanad, when he say its safe from #covid19 Coz #WHO confirmed no case in #wadiya Noly haters gona say its fake #Congress #bjp #meme #IsupprtBabitaPhogat",2020-04-18 18:53:49+00:00,0,0,#REPUBLIC_OF_WADIYA #wayanad #covid19 #WHO #wadiya #Congress #bjp #meme #IsupprtBabitaPhogat,Nagpur,Actually was taking about REPUBLIC OF WADIYA Not wayanad when he say its safe from covid19 Coz WHO confirmed no case in wadiya Noly haters gona say its fake Congress bjp meme IsupprtBabitaPhogat,"[{'score': 0.558385, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.708394, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,1.0
40% #decline in growth of #COVID19 cases: #HealthMinistry http://economictimes.indiatimes.com/news/politics and nation/40-decline-in-growth-factor-of-covid-19-cases-in-india-doubling-rate-improved-to-6-days-health-ministry/articleshow/75199358.cms,2020-04-18 13:35:57+00:00,0,0,#decline #COVID19 #HealthMinistry,Nagpur,40 decline in growth of COVID19 cases HealthMinistry and nation 40 decline in growth factor of covid 19 cases in india doubling rate improved to 6 days health ministry articleshow 75199358 cms,"[{'score': 0.587457, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"#NagpurAlert : 4 persons tested +ve for #CoronaVirus at #Nagpur ; 3 r residents of Satranjipura, says Dr Paturkar, Civil Surgeon | All quarantined at govt facilities ! Total - 63 #StayHome #staypositive #StayAtHome #lockdown #Covid_19 #COVID19 @vrNagpur @NAGPUR_tweets",2020-04-18 04:18:27+00:00,2,8,#NagpurAlert #CoronaVirus #Nagpur #StayHome #StayHome #staypositive #StayAtHome #StayAtHome #lockdown #Covid_19 #COVID19,Nagpur,NagpurAlert 4 persons tested ve for CoronaVirus at Nagpur 3 r residents of Satranjipura says Dr Paturkar Civil Surgeon All quarantined at govt facilities Total 63 StayHome staypositive StayAtHome lockdown Covid 19 COVID19 tweets,"[{'score': 0.567034, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
Many option open for fight with #Carona India take time but in future time defeat to #COVID19 ,2020-04-17 20:30:17+00:00,0,0,#Carona #COVID19,Nagpur,Many option open for fight with Carona India take time but in future time defeat to COVID19,[],,,,,,,
Covid -19 and lockdown work till date. Thanks to our all doners @foodrescueindia #nohungerindia #foodinspiration #hungerfree #hungerfreeindia #nofoodwaste #nofoodnolife #hunger #foodrescueindia #covi̇d19 #lockdown… https://www.instagram.com/p/B_FZyHtpK1S/?igshid=1d2mq2lb9c8vh,2020-04-17 13:55:38+00:00,0,1,#nohungerindia #foodinspiration #hungerfree #hungerfreeindia #nofoodwaste #nofoodnolife #hunger #foodrescueindia #covi #lockdown,Nagpur,Covid 19 and lockdown work till date Thanks to our all doners nohungerindia foodinspiration hungerfree hungerfreeindia nofoodwaste nofoodnolife hunger foodrescueindia covi d19 lockdown,"[{'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,,,
"We are presenting our own feelings towards the country, our doctors, police, sanitation workers, nurses have given up everything for us. So we also have to have a lot of contribution towards the country, because they are fighting for us. #lockdown2 #Covid_19 #COVID19 ",2020-04-17 10:35:23+00:00,0,2,#lockdown2 #Covid_19 #COVID19,Nagpur,We are presenting our own feelings towards the country our doctors police sanitation workers nurses have given up everything for us So we also have to have a lot of contribution towards the country because they are fighting for us lockdown2 Covid 19 COVID19,[],,,,,,,
#COVID19 india is slowly getting complacent in the fight against corona... it can be dangerous... we may loose half won battle,2020-04-17 08:49:56+00:00,0,1,#COVID19,Nagpur,COVID19 india is slowly getting complacent in the fight against corona it can be dangerous we may loose half won battle,"[{'score': 0.510787, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
"As every single day passes,the fear of graduating along with juniors is scaring the hell out of Final Year students of Engineering. With Farewells cancelled. Holidays don’t stand a chance. And the burden of home assn. has already taken many lives mentally than the #Covid19 itself",2020-04-16 20:02:51+00:00,0,2,#Covid19,Nagpur,As every single day passes the fear of graduating along with juniors is scaring the hell out of Final Year students of Engineering With Farewells cancelled Holidays don t stand a chance And the burden of home assn has already taken many lives mentally than the Covid19 itself,"[{'score': 0.75591, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
Post @RahulGandhi 's speech why they are silent the #nation wants to know tonight. .. #COVID19 #RahulGandhiSpeaksForIndia #GodiMedia,2020-04-16 16:51:53+00:00,0,0,#nation #COVID19 #RahulGandhiSpeaksForIndia #GodiMedia,Nagpur,Post s speech why they are silent the nation wants to know tonight COVID19 RahulGandhiSpeaksForIndia GodiMedia,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
Plan Of Action For #COVID19 Do Follow &amp; #DOTAKECARE... @PMOIndia @CMOMaharashtra,2020-04-16 10:06:55+00:00,0,0,#COVID19 #DOTAKECARE,Nagpur,Plan Of Action For COVID19 Do Follow amp DOTAKECARE,[],,,,,,,
#भगवान; हैं कहाँ रे तू..!?! (Playback By #Mr. #Sonu_Nigam &amp; Performed By #Mr. @aamir_khan) my Attempt; Dedicated To All Stranded People Around The World Due To #COVID19 #Feeling_Hopeful... #DOTAKECARE... ,2020-04-16 07:57:39+00:00,0,0,#Mr #Sonu_Nigam #Mr #COVID19 #Feeling_Hopeful #DOTAKECARE,Nagpur,Playback By Mr Sonu Nigam amp Performed By Mr khan my Attempt Dedicated To All Stranded People Around The World Due To COVID19 Feeling Hopeful DOTAKECARE,"[{'score': 0.522786, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.733853, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,,,
"I will address a LIVE video press conference at 1 PM today, on the #Covid19 crisis &amp; related issues. You can watch this LIVE on: Facebook: https://www.facebook.com/RahulGandhi Twitter: https://twitter.com/INCIndia",2020-04-16 07:55:19+00:00,0,1,#Covid19,Nagpur,I will address a LIVE video press conference at 1 PM today on the Covid19 crisis amp related issues You can watch this LIVE on Facebook Twitter,"[{'score': 0.573822, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
Well done Sir @SaketGokhale #COVID19 #BandraStation #FakeJournalismOfMedia,2020-04-15 10:17:42+00:00,0,0,#COVID19 #BandraStation #FakeJournalismOfMedia,Nagpur,Well done Sir COVID19 BandraStation FakeJournalismOfMedia,"[{'score': 0.586575, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
People of AP who are stranded in Other states can now get assistance by call 0866-2424680 or mailing to apcovid19controlroom@gmail.com People of other state can either email or call 1902 #APFightsCorona #COVID19 #StayHomeStaySafe,2020-05-02 07:03:36+00:00,1,6,#APFightsCorona #COVID19 #StayHomeStaySafe,Visakhapatnam,People of AP who are stranded in Other states can now get assistance by call 0866 2424680 or mailing to apcovid19controlroom com People of other state can either email or call 1902 APFightsCorona COVID19 StayHomeStaySafe,"[{'score': 0.5687, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,,
People of AP who are stranded in Other states can now get assistance by call 0866-2424680 or mailing to apcovid19controlroom@gmail.com People of other state can either email or call 1902 #APFightsCorona #COVID19 #StayHomeStaySafe,2020-05-02 07:01:55+00:00,4,7,#APFightsCorona #COVID19 #StayHomeStaySafe,Visakhapatnam,People of AP who are stranded in Other states can now get assistance by call 0866 2424680 or mailing to apcovid19controlroom com People of other state can either email or call 1902 APFightsCorona COVID19 StayHomeStaySafe,"[{'score': 0.5687, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,,
People of AP who are stranded in Other states can now get assistance by call 0866-2424680 or mailing to apcovid19controlroom@gmail.com #APFightsCorona #COVID19 #StayHomeStaySafe,2020-05-02 06:59:03+00:00,4,6,#APFightsCorona #COVID19 #StayHomeStaySafe,Visakhapatnam,People of AP who are stranded in Other states can now get assistance by call 0866 2424680 or mailing to apcovid19controlroom com APFightsCorona COVID19 StayHomeStaySafe,[],,,,,,,
Before lockdown I was a human. Lockdown turned me into a bear. Lockdown 2.0 turned me into a Chimp. Lockdown 3.0 will turn me into a Gorilla. #covid #covid19,2020-05-02 06:49:27+00:00,0,0,#covid #covid19,Visakhapatnam,Before lockdown I was a human Lockdown turned me into a bear Lockdown 2 0 turned me into a Chimp Lockdown 3 0 will turn me into a Gorilla covid covid19,[],,,,,,,
Yes ! Let's try to contain #COVID19,2020-05-01 08:46:45+00:00,0,0,#COVID19,Visakhapatnam,Yes Let s try to contain COVID19,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,,
Dear @GVMC_OFFICIAL could you please confirm that a rumour going on my area about #COVID19 positive case near #jagadamba. @GummallaSrijana #StayHomeStaySafe,2020-05-01 05:44:06+00:00,1,2,#COVID19 #jagadamba #StayHomeStaySafe,Visakhapatnam,Dear OFFICIAL could you please confirm that a rumour going on my area about COVID19 positive case near jagadamba StayHomeStaySafe,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
People of AP who are stranded in Other states can now get assistance by call 0866-2424680 or mailing to apcovid19controlroom@gmail.com #APFightsCorona #COVID19 #StayHomeStaySafe,2020-05-01 03:25:53+00:00,83,184,#APFightsCorona #COVID19 #StayHomeStaySafe,Visakhapatnam,People of AP who are stranded in Other states can now get assistance by call 0866 2424680 or mailing to apcovid19controlroom com APFightsCorona COVID19 StayHomeStaySafe,[],,,,,,,
Most talented hair dresser #SocialDistancing #saloon #COVID19 #USA,2020-04-30 05:34:06+00:00,11,72,#SocialDistancing #saloon #COVID19 #USA,Visakhapatnam,Most talented hair dresser SocialDistancing saloon COVID19 USA,"[{'score': 0.694052, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,,,
"I have #paidmymaid #paidmydriver Most of them may not have come because of the #lockdownrestrictions But paying them is our duty. Most of them are in dire need. It would be a big relief to them, though not a burden to us. Let's pay our due. #COVID19 #SalaryCut",2020-04-30 03:43:44+00:00,31,229,#paidmymaid #paidmydriver #lockdownrestrictions #COVID19 #SalaryCut,Visakhapatnam,I have paidmymaid paidmydriver Most of them may not have come because of the lockdownrestrictions But paying them is our duty Most of them are in dire need It would be a big relief to them though not a burden to us Let s pay our due COVID19 SalaryCut,"[{'score': 0.526316, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"#COVID19 do have 2 faces : 1. Villan - For humanity 2. Hero - Teaching everyone how to live like original human beings,",2020-04-29 17:46:53+00:00,0,0,#COVID19,Visakhapatnam,COVID19 do have 2 faces 1 Villan For humanity 2 Hero Teaching everyone how to live like original human beings,"[{'score': 0.551929, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"Yes seen her hashtag.., Don't know where this world is going brother, humanity is getting thinner day by day... People started fighting on community basis instead fighting against #COVID19",2020-04-29 03:06:19+00:00,0,0,#COVID19,Visakhapatnam,Yes seen her hashtag Don t know where this world is going brother humanity is getting thinner day by day People started fighting on community basis instead fighting against COVID19,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"Myth -vs-Facts: In NK we were offered generous qty of kimchi(spiced cabbage) in meal for our health,longevity &prosperity! In Iran they use perfumed cotton balls stuffed in hole for corona and now in US disinfectant injections. Life is weird. #COVID19 #CNN",2020-04-28 06:10:50+00:00,0,0,#COVID19 #CNN,Visakhapatnam,Myth vs Facts In NK we were offered generous qty of kimchi spiced cabbage in meal for our health longevity prosperity In Iran they use perfumed cotton balls stuffed in hole for corona and now in US disinfectant injections Life is weird COVID19 CNN,"[{'score': 0.552438, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
"I thought #COVID19 is very dangerous But our CM @ysjagan Sir said that, nothing to worry - Carona will live with us forever like relative I don't know who failed here ? #COVID19 or @YSRCParty ? @narendramodi @PMOIndia @JaiTDP @ncbn @naralokesh @TimesNow @the_hindu @cnni – at Victory At Sea 1971",2020-04-28 05:08:01+00:00,0,0,#COVID19 #COVID19,Visakhapatnam,I thought COVID19 is very dangerous But our CM Sir said that nothing to worry Carona will live with us forever like relative I don t know who failed here COVID19 or hindu at Victory At Sea 1971,"[{'score': 0.804485, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,1.0,,
AP CM Jagab aka #VirusReddy recent speech : 1. #COVID19 it will come and it will go 2. Simple medication is #paracetamol 3. #Covid_19india is an internal part of our life going forward ( i think he thinks that Carona as a family member ) 4. Nothing to worry coz its only Flu,2020-04-27 17:52:54+00:00,0,0,#VirusReddy #COVID19 #paracetamol #Covid_19india,Visakhapatnam,AP CM Jagab aka VirusReddy recent speech 1 COVID19 it will come and it will go 2 Simple medication is paracetamol 3 Covid 19india is an internal part of our life going forward i think he thinks that Carona as a family member 4 Nothing to worry coz its only Flu,[],,,,,,,
Stay home stay safe #coronavires #COVID19 #microart #pencilcarving #art #coronavirusarts – at Tuni Railway Station,2020-04-27 11:39:36+00:00,0,3,#coronavires #COVID19 #microart #pencilcarving #art #coronavirusarts,Visakhapatnam,Stay home stay safe coronavires COVID19 microart pencilcarving art coronavirusarts at Tuni Railway Station,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
"During this #quarantine time let us pick up some waste #plastic,#glass or any dry waste &amp; #upcycle it. @Greenwaveses strike for #zerowaste during this #lockdown period. Let's kill the time at home by #upcycling the #waste. Let us protect our self from #COVID19 by staying at home. ",2020-04-27 04:10:56+00:00,1,3,#quarantine #plastic #glass #upcycle #zerowaste #lockdown #upcycling #waste #COVID19,Visakhapatnam,During this quarantine time let us pick up some waste plastic glass or any dry waste amp upcycle it strike for zerowaste during this lockdown period Let s kill the time at home by upcycling the waste Let us protect our self from COVID19 by staying at home,"[{'score': 0.626101, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.691524, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,1.0,,,
"We miss our customers, see you soon !! #covid19 #rgxpress #vizianagaram #@Vizianagaram https://www.instagram.com/p/B_canDvgDHl/?igshid=1w8cj20rwkinm",2020-04-26 12:25:23+00:00,0,0,#covid19 #rgxpress #vizianagaram,Visakhapatnam,We miss our customers see you soon covid19 rgxpress vizianagaram,[],,,,,,,
"As of now, Rampachodavaram agency is in green zone. No active #covid19 cases here. But, Some of the employee are traveling from effected zones. There is a chance of misusing of passes. Hence I request the authorities to look into this issue.@egodavarigoap @AndhraPradeshCM",2020-04-25 07:27:16+00:00,0,0,#covid19,Visakhapatnam,As of now Rampachodavaram agency is in green zone No active covid19 cases here But Some of the employee are traveling from effected zones There is a chance of misusing of passes Hence I request the authorities to look into this issue,"[{'score': 0.839114, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,,,
