Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,anger,sadness,joy,fear,tentative,confident
We have only one solution to this problem & that's social distancing. Please understand this . . . . #coronavirus #Covid19 #covid_19 #StayHome #StaySafe #socialdistancing #graphicdesign #Digitalmarketer… https://www.instagram.com/p/B-MuhR9jifs/?igshid=665xixp75odr,2020-03-26 13:40:08+00:00,0,3,#coronavirus #Covid19 #covid_19 #StayHome #StayHome #StaySafe #socialdistancing #graphicdesign #Digitalmarketer,Kanpur,We have only one solution to this problem that s social distancing Please understand this coronavirus Covid19 covid 19 StayHome StaySafe socialdistancing graphicdesign Digitalmarketer,"[{'score': 0.807548, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"India announces ₹1,70,000 crore economic relief package. ₹50 lakh medical insurance cover for each #COVID19 warrior healthcare workers. Prime Minister Anna Kalyan Yojna to cover 80 crore poor across the country without being charged. Great decision for welfare of the poor.",2020-03-26 08:08:44+00:00,0,0,#COVID19,Kanpur,India announces 1 70 000 crore economic relief package 50 lakh medical insurance cover for each COVID19 warrior healthcare workers Prime Minister Anna Kalyan Yojna to cover 80 crore poor across the country without being charged Great decision for welfare of the poor,"[{'score': 0.615695, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
My best Senitize ... #COVID19 ,2020-03-26 07:48:50+00:00,0,3,#COVID19,Kanpur,My best Senitize COVID19,"[{'score': 0.906175, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
@BeingSalmanKhan @iamsrk @SrBachchan @gautam_adani @AmbaniHu @imVkohli @AnushkaSharma @RanveerOfficial @deepikapadukone #COVID2019 #COVID19 #CoronavirusPandemic please help @PMOIndia @narendramodi this is the time of crisis. You have earned a lot now is the time to give sm back,2020-03-26 07:48:31+00:00,2,1,#COVID2019 #COVID19 #CoronavirusPandemic,Kanpur,adani COVID2019 COVID19 CoronavirusPandemic please help this is the time of crisis You have earned a lot now is the time to give sm back,[],,,,,,,
" Don't Forget! Wash Your Hands #ADE #WeAreCREW #COVID19 #cleanhandssavelives #stayhome #staysafe @Kanpur, Uttar Pradesh https://www.instagram.com/p/B-L2ql2B4uC/?igshid=osuc5dssswfo",2020-03-26 05:32:04+00:00,0,0,#ADE #WeAreCREW #COVID19 #cleanhandssavelives #stayhome #stayhome #staysafe,Kanpur,Don t Forget Wash Your Hands ADE WeAreCREW COVID19 cleanhandssavelives stayhome staysafe Uttar Pradesh,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
#Medanta hospital nurse tests positive for #Covid19 ,2020-03-25 17:11:56+00:00,0,0,#Medanta #Covid19,Kanpur,Medanta hospital nurse tests positive for Covid19,"[{'score': 0.710405, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,1.0
#Indianpolice role has been exceptional in many ways . If it’s hurtful at times then it’s commendable many times #COVID #COVID19 #ChinaLiedAndPeopleDied #DelhiPolice,2020-03-25 09:51:57+00:00,1,0,#Indianpolice #COVID #COVID19 #ChinaLiedAndPeopleDied #DelhiPolice,Kanpur,Indianpolice role has been exceptional in many ways If it s hurtful at times then it s commendable many times COVID COVID19 ChinaLiedAndPeopleDied DelhiPolice,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Don't know...it's a matter of Deep thinking and investigation . The #Covid19 virus might had been developed in the labs of USA or China. India should think about it @NITIAayog @amitabhk87,2020-03-25 06:34:33+00:00,0,0,#Covid19,Kanpur,Don t know it s a matter of Deep thinking and investigation The Covid19 virus might had been developed in the labs of USA or China India should think about it,"[{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.753872, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
Sometimes It's clear Social distancing is important right now . Please Understand this #Meagarwalyash #Covid19 #coronavirus #covid_19 #kanpur #india #uttarpradesh #socialmedia #designerlife #graphicdesign… https://www.instagram.com/p/B-Hk3IbDXM5/?igshid=11c1wbgoksltr,2020-03-24 13:39:31+00:00,0,2,#Meagarwalyash #Covid19 #coronavirus #covid_19 #kanpur #india #uttarpradesh #socialmedia #designerlife #graphicdesign,Kanpur,Sometimes It s clear Social distancing is important right now Please Understand this Meagarwalyash Covid19 coronavirus covid 19 kanpur india uttarpradesh socialmedia designerlife graphicdesign,"[{'score': 0.62472, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
@IMAIndiaOrg A sincere thanks to all the doctors engaged in treatment of patients of #COVID19,2020-03-24 11:52:22+00:00,0,1,#COVID19,Kanpur,A sincere thanks to all the doctors engaged in treatment of patients of COVID19,"[{'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,,,,1.0
"If the government is done with clapping, I request @narendramodi to kindly provide the essentials to our doctors. With them we can't fight #COVID19 #IndiaFightsCOVID19 @DrHVoffice",2020-03-24 11:50:52+00:00,0,1,#COVID19 #IndiaFightsCOVID19,Kanpur,If the government is done with clapping I request to kindly provide the essentials to our doctors With them we can t fight COVID19 IndiaFightsCOVID19,"[{'score': 0.520421, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
"India has mounted an unprecedented counter-response against #COVID19 under our @PMOIndia, way beyond many developed and developing countries. Stay informed. Stay in faith. Stay safe.. a @JohnsHopkinsSPH alumni from India. ",2020-03-24 08:26:20+00:00,7,37,#COVID19,Kanpur,India has mounted an unprecedented counter response against COVID19 under our way beyond many developed and developing countries Stay informed Stay in faith Stay safe a alumni from India,"[{'score': 0.61624, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.802309, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,1.0,,,
"Sir, we are the combatant of defence forces and thousands of us are now in leave in many cities. we are in self isolation to avoid covid-19. but if govt required any help or anything support to local officials or police we are ready to serve #YogiAdityanath #Narendermodi #Covid19",2020-03-24 08:01:13+00:00,0,0,#YogiAdityanath #Narendermodi #Covid19,Kanpur,Sir we are the combatant of defence forces and thousands of us are now in leave in many cities we are in self isolation to avoid covid 19 but if govt required any help or anything support to local officials or police we are ready to serve YogiAdityanath Narendermodi Covid19,"[{'score': 0.733853, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.618744, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
China : Somewhere inside we all knew they were the culprits. #COVIDIOTS #ChineseVirusCorona #COVID19,2020-03-24 04:38:11+00:00,0,2,#COVIDIOTS #ChineseVirusCorona #COVID19,Kanpur,China Somewhere inside we all knew they were the culprits COVIDIOTS ChineseVirusCorona COVID19,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,,,1.0
"Deep gratitude to millions of frontline warriors working relentlessly to contain #COVID19. I clap for all the doctors, nurses, health and sanitation workers, transport personnel, policemen, media persons &amp; people providing basic necessities as partners to knockdown the pandemic. ",2020-03-22 20:36:18+00:00,0,0,#COVID19,Kanpur,Deep gratitude to millions of frontline warriors working relentlessly to contain COVID19 I clap for all the doctors nurses health and sanitation workers transport personnel policemen media persons amp people providing basic necessities as partners to knockdown the pandemic,"[{'score': 0.821544, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
Support the government initiative and self isolate himself for stop spreading Covid-19 Jai hind #Covid_19india #WHO #COVID19 ,2020-03-22 14:30:04+00:00,0,1,#Covid_19india #WHO #COVID19,Kanpur,Support the government initiative and self isolate himself for stop spreading Covid 19 Jai hind Covid 19india WHO COVID19,[],,,,,,,
"India is clapping for the Unsung heroes of the #COVID19 pandemic. If #humanity will come to threat, we all are united irrespective of colour and nationality. #StayAtHome",2020-03-22 11:50:56+00:00,7,22,#COVID19 #humanity #StayAtHome #StayAtHome,Kanpur,India is clapping for the Unsung heroes of the COVID19 pandemic If humanity will come to threat we all are united irrespective of colour and nationality StayAtHome,"[{'score': 0.548296, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
Applauding the Corona Survivors and Workers during the epidemic. #Covid19 #India @narendramodi,2020-03-22 11:36:07+00:00,0,1,#Covid19 #India,Kanpur,Applauding the Corona Survivors and Workers during the epidemic Covid19 India,"[{'score': 0.510492, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
Watching @ZeeNews with family members @aditi_tyagi.. this is what National discipline means .. JAI HIND !! #JanataCurfew #IndiaFightsCorona #Covid19 – at Kanpur,2020-03-22 08:05:17+00:00,2,2,#JanataCurfew #IndiaFightsCorona #Covid19,Kanpur,Watching with family members tyagi this is what National discipline means JAI HIND JanataCurfew IndiaFightsCorona Covid19 at Kanpur,[],,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-22 07:12:32+00:00,0,0,#COVID19 #IndiaFightsCorona,Kanpur,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Plz follow the rule stay home 7.00am to 9.00pm to fight from #covid19 stay safe and healthy plz obey the rule of @narendramodi,2020-03-22 05:06:46+00:00,0,3,#covid19,Kanpur,Plz follow the rule stay home 7 00am to 9 00pm to fight from covid19 stay safe and healthy plz obey the rule of,[],,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 20:57:55+00:00,0,1,#COVID19 #IndiaFightsCorona,Kanpur,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Korea finished developing the 10 minute Covid-19 diagnostic kit and is now ramping up production. They plan to export 300.000 test-kits per week - #IndiaFightsCorona. #jantacurfew #COVID19 #CoronaVirusUpdate #CoronaOutbreak #coronavirusindia #saipharmacy #pharmacy #Pharmacist,2020-03-21 20:10:52+00:00,0,0,#IndiaFightsCorona #jantacurfew #COVID19 #CoronaVirusUpdate #CoronaOutbreak #coronavirusindia #saipharmacy #pharmacy #Pharmacist,Kanpur,Korea finished developing the 10 minute Covid 19 diagnostic kit and is now ramping up production They plan to export 300 000 test kits per week IndiaFightsCorona jantacurfew COVID19 CoronaVirusUpdate CoronaOutbreak coronavirusindia saipharmacy pharmacy Pharmacist,[],,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 13:46:50+00:00,0,0,#COVID19 #IndiaFightsCorona,Kanpur,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Social distancing is critical to us and our loved ones. Let us all take care of one and other in this time of distress. #Jantacurfew #curfew #Coronavirus #Covid19 #coronavirusindia #Satudaymotivation,2020-03-21 13:17:30+00:00,0,0,#Jantacurfew #curfew #Coronavirus #Covid19 #coronavirusindia #Satudaymotivation,Kanpur,Social distancing is critical to us and our loved ones Let us all take care of one and other in this time of distress Jantacurfew curfew Coronavirus Covid19 coronavirusindia Satudaymotivation,[],,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCoronavirus",2020-03-21 10:28:05+00:00,0,0,#COVID19 #IndiaFightsCoronavirus,Kanpur,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCoronavirus,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"Curfew of the people, by the people, for the people to fight #COVID19. As a responsible citizen, come forward &amp; respond to PM @narendramodi’s call for Janta Curfew by taking the ‘I Support Janta Curfew” pledge. #IndiaFightsCorona",2020-03-21 08:17:09+00:00,0,0,#COVID19 #IndiaFightsCorona,Kanpur,Curfew of the people by the people for the people to fight COVID19 As a responsible citizen come forward amp respond to PM s call for Janta Curfew by taking the I Support Janta Curfew pledge IndiaFightsCorona,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Utter pradesh HEALTH MINISTER. jai pratap singh #Covid19 test negative. This is the confirmed news..,2020-03-21 07:49:24+00:00,0,2,#Covid19,Kanpur,Utter pradesh HEALTH MINISTER jai pratap singh Covid19 test negative This is the confirmed news,"[{'score': 0.802757, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
Dear @narendramodi sir its time to ban tiktokiyas they are spreading misinformation about #Covid19.. Plz consider my suggestion.. ,2020-03-20 17:54:48+00:00,1,1,#Covid19,Kanpur,Dear sir its time to ban tiktokiyas they are spreading misinformation about Covid19 Plz consider my suggestion,"[{'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
"Breaking : 1- U.P. govt orders shutdown of all hotels and restaurants in Lucknow. 2 - lucknow, noida, and kanpur will be sanitized, this could be cost of Rs 100 crore Thanks Kanika, you moron #Covid19",2020-03-20 17:13:48+00:00,0,1,#Covid19,Kanpur,Breaking 1 U P govt orders shutdown of all hotels and restaurants in Lucknow 2 lucknow noida and kanpur will be sanitized this could be cost of Rs 100 crore Thanks Kanika you moron Covid19,[],,,,,,,
Arrest them @PMOIndia negligent behavior like these and #kanikakapoorcriminal should be punished to stop #COVID2019india #COVID19 #CoronaStopKaroNa #coronavirusinindia @myogiadityanath @ArvindKejriwal,2020-03-20 13:46:56+00:00,0,0,#kanikakapoorcriminal #COVID2019india #COVID19 #CoronaStopKaroNa #coronavirusinindia,Kanpur,Arrest them negligent behavior like these and kanikakapoorcriminal should be punished to stop COVID2019india COVID19 CoronaStopKaroNa coronavirusinindia,"[{'score': 0.700969, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,1.0,,,,,
