Text,Date,Retweets,Favorites,HashTags,City,clean_tweet,document_tones,analytical,confident,joy,anger,tentative,sadness,fear
Is there any special guidelines recommended to manage the #SickleCell #patients in case they get #COVID19 Most #vulnerable @MoHFW_INDIA @ChhattisgarhCMO @CMOMaharashtra @HealthCgGov @MantralayaRoom #Thalesemia @TS_SinghDeo @rajeshtope11,2020-05-14 14:30:13+00:00,6,1,#SickleCell #patients #COVID19 #vulnerable #Thalesemia,Nagpur,Is there any special guidelines recommended to manage the SickleCell patients in case they get COVID19 Most vulnerable INDIA Thalesemia SinghDeo,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.704683, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,,
#COVID19-19 recovered cases reach 100 mark: ,2020-05-14 11:36:10+00:00,0,0,#COVID19,Nagpur,COVID19 19 recovered cases reach 100 mark,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"#COVID19 has put immense pressure on Medical staff all over the world. Sadhguru's words on how to conduct ourselves in these times, can be a great help Join @SadhguruJV, May 14, 8:30PM IST: http://isha.co/MedicalLeadersWithSadhguru-YT interact with medical professionals. #MedicalLeadersWithSadhguru",2020-05-14 11:10:50+00:00,9,8,#COVID19 #MedicalLeadersWithSadhguru,Nagpur,COVID19 has put immense pressure on Medical staff all over the world Sadhguru s words on how to conduct ourselves in these times can be a great help Join May 14 8 30PM IST interact with medical professionals MedicalLeadersWithSadhguru,[],,,,,,,
"This is not a promoted tweet but a horror story... maybe it’s china’s own way to survey ‘does everyone knows about #COVID19 being #ChineseVirus’ still, very scary",2020-05-14 10:15:43+00:00,1,1,#COVID19 #ChineseVirus,Nagpur,This is not a promoted tweet but a horror story maybe it s china s own way to survey does everyone knows about COVID19 being ChineseVirus still very scary,"[{'score': 0.869994, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,,1.0
Gratitude towards #coronawarriors #Doctors working at #gmcnagpur They are working hard 24x7 to serve #covid19 #patients Thanks annakshetra hersheysindia indiafoodbankingnetwork Team #arunaspurohit @Government… https://www.instagram.com/p/CAKd98sHulQ/?igshid=1kc10vqdty702,2020-05-14 09:39:47+00:00,1,3,#coronawarriors #Doctors #gmcnagpur #covid19 #patients #arunaspurohit,Nagpur,Gratitude towards coronawarriors Doctors working at gmcnagpur They are working hard 24x7 to serve covid19 patients Thanks annakshetra hersheysindia indiafoodbankingnetwork Team arunaspurohit,"[{'score': 0.815869, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
The desperate hunger amongst our poor migrants and labourers! #COVID19 #PoorPeoplesCampaign,2020-05-14 07:40:59+00:00,0,0,#COVID19 #PoorPeoplesCampaign,Nagpur,The desperate hunger amongst our poor migrants and labourers COVID19 PoorPeoplesCampaign,"[{'score': 0.54363, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
"Edward Jenner was an English physician & contributor to the development of the smallpox vaccine. On 14 May 1796, Jenner tested his hypothesis by inoculating an 8 year old boy. When we have vaccine for #Covid19, human trials will take time. Pray that day comes soon #TodayInHistory",2020-05-14 03:08:19+00:00,0,4,#Covid19 #TodayInHistory,Nagpur,Edward Jenner was an English physician contributor to the development of the smallpox vaccine On 14 May 1796 Jenner tested his hypothesis by inoculating an 8 year old boy When we have vaccine for Covid19 human trials will take time Pray that day comes soon TodayInHistory,[],,,,,,,
Latest News Coverage Related to COVID-19... Announced by PM Modi. #covid19 #staysafe #socialdistancing #keepsafe #stayalert #saftey #pm_modi #news #latestnews #CoronaWarriors,2020-05-12 15:20:27+00:00,0,0,#covid19 #staysafe #socialdistancing #keepsafe #stayalert #saftey #pm_modi #news #latestnews #CoronaWarriors,Nagpur,Latest News Coverage Related to COVID 19 Announced by PM Modi covid19 staysafe socialdistancing keepsafe stayalert saftey pm modi news latestnews CoronaWarriors,[],,,,,,,
Latest News Coverage Related to COVID-19... Announced by PM Modi. #covid19 #staysafe #socialdistancing #keepsafe #stayalert #saftey #pm_modi #news #latestnews #CoronaWarriors,2020-05-12 15:20:24+00:00,0,0,#covid19 #staysafe #socialdistancing #keepsafe #stayalert #saftey #pm_modi #news #latestnews #CoronaWarriors,Nagpur,Latest News Coverage Related to COVID 19 Announced by PM Modi covid19 staysafe socialdistancing keepsafe stayalert saftey pm modi news latestnews CoronaWarriors,[],,,,,,,
"#PMModi announces ₹20 lakh crore economic stimulus package, which accounts for about 10% of India's GDP #CoronavirusLockdown #Covid19 ",2020-05-12 15:16:04+00:00,0,4,#PMModi #CoronavirusLockdown #Covid19,Nagpur,PMModi announces 20 lakh crore economic stimulus package which accounts for about 10 of India s GDP CoronavirusLockdown Covid19,[],,,,,,,
Our heartfelt thanks to #nurses across the globe for the hardwork #perseverance &amp; #dedication #WarAgainstCoronaVirus Grams Infratech (I)PvtLtd http://www.potholerepairindia.com #InternationalNurseDay #IndiaFightsCorona #Covid19 #MissionPotholeFreeIndia #Nagpur #Mumbai #12MayisTalebimiz,2020-05-12 08:48:59+00:00,1,2,#nurses #perseverance #dedication #WarAgainstCoronaVirus #InternationalNurseDay #IndiaFightsCorona #Covid19 #MissionPotholeFreeIndia #Nagpur #Mumbai #12MayisTalebimiz,Nagpur,Our heartfelt thanks to nurses across the globe for the hardwork perseverance amp dedication WarAgainstCoronaVirus Grams Infratech I PvtLtd InternationalNurseDay IndiaFightsCorona Covid19 MissionPotholeFreeIndia Nagpur Mumbai 12MayisTalebimiz,"[{'score': 0.861739, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
International Nurses Day Thank you to all the real life superheroes . . . . . . . #internationalnursesday #international_nurses_day #covi̇d19 #covidwarriors #covidwarriorsindia #2020 #rememberhealthheroes… https://www.instagram.com/p/CAFL_p1AXF3/?igshid=11piislzhvf2d,2020-05-12 08:26:32+00:00,0,2,#internationalnursesday #international_nurses_day #covi #covidwarriors #covidwarriorsindia #rememberhealthheroes,Nagpur,International Nurses Day Thank you to all the real life superheroes internationalnursesday international nurses day covi d19 covidwarriors covidwarriorsindia 2020 rememberhealthheroes,"[{'score': 0.783293, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.814402, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,,,
BREAKING: BJP Spokeperson fakester @sambitswaraj found defaming the former PM's of India to divert the attention of the people from #PMCaresFunds &amp; incompetence of the @narendramodi govt. to tackle #COVID19 @IYC @chiragsingh512 @pandey_amrish We demand #ArrestSambitPatra,2020-05-12 03:57:22+00:00,4,8,#PMCaresFunds #COVID19 #ArrestSambitPatra,Nagpur,BREAKING BJP Spokeperson fakester found defaming the former PM s of India to divert the attention of the people from PMCaresFunds amp incompetence of the govt to tackle COVID19 amrish We demand ArrestSambitPatra,"[{'score': 0.748833, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.541591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,1.0,
"Respected, @CMOMaharashtra @OfficeofUT @MumbaiPolice @CPMumbaiPolice request you to Seal the entire Republic Tv office. Everyone there is infected with a #COVID19 ",2020-05-12 03:38:14+00:00,0,0,#COVID19,Nagpur,Respected request you to Seal the entire Republic Tv office Everyone there is infected with a COVID19,[],,,,,,,
"@gtconway3d #COVID19 Children of the World realise that u r the future Presidents, PMs, Doctor's etc and thus learn from whats happening around now It's all man made the lust and greed of the nation's is the main reason Have a peaceful world when our gen goes n don't be killers",2020-05-12 02:24:16+00:00,0,0,#COVID19,Nagpur,COVID19 Children of the World realise that u r the future Presidents PMs Doctor s etc and thus learn from whats happening around now It s all man made the lust and greed of the nation s is the main reason Have a peaceful world when our gen goes n don t be killers,[],,,,,,,
"Today is 200th Birth Anniversary of Florence Nightingale, British social reformer, statistician & founder of modern nursing. She is credited with being the first healthcare professional to use data to show that infection control improves health outcomes. V Imp during #COVID19 too ",2020-05-12 01:59:21+00:00,0,2,#COVID19,Nagpur,Today is 200th Birth Anniversary of Florence Nightingale British social reformer statistician founder of modern nursing She is credited with being the first healthcare professional to use data to show that infection control improves health outcomes V Imp during COVID19 too,"[{'score': 0.598588, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Stay Home Stay Safe #StayHomeStaySafe #DoGreatThingsToday #LetsStaySafe #Covid_19SA #COVID19 ,2020-05-11 17:43:11+00:00,0,2,#StayHomeStaySafe #DoGreatThingsToday #LetsStaySafe #Covid_19SA #COVID19,Nagpur,Stay Home Stay Safe StayHomeStaySafe DoGreatThingsToday LetsStaySafe Covid 19SA COVID19,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
"#Maharashtra's #COVID19 tally reaches 23,401 after 1,230 new cases; just 5 thousand less than Pakistan total number of cases, death toll 868 after 36 more deaths. #CoronavirusOutbreakindia",2020-05-11 16:33:17+00:00,0,0,#Maharashtra #COVID19 #CoronavirusOutbreakindia,Nagpur,Maharashtra s COVID19 tally reaches 23 401 after 1 230 new cases just 5 thousand less than Pakistan total number of cases death toll 868 after 36 more deaths CoronavirusOutbreakindia,"[{'score': 0.601415, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
"#COVID19 Children of the Universe realise that u r the future Presidents, PMs, Doctor's etc and thus learn from whats happening around now It's all man made the lust and greed of the nation's is the main reason Pl have a peaceful world when our gen goes n don't be killers WHO who",2020-05-11 14:53:28+00:00,0,1,#COVID19,Nagpur,COVID19 Children of the Universe realise that u r the future Presidents PMs Doctor s etc and thus learn from whats happening around now It s all man made the lust and greed of the nation s is the main reason Pl have a peaceful world when our gen goes n don t be killers WHO who,[],,,,,,,
"#COVID19 Children of the Universe realise that u r the future Presidents, PMs, Doctor's etc and thus learn from whats happening around now It's all man made the lust and greed of the nation's is the main reason Pl have a peaceful world when our gen goes n don't be killers Be good",2020-05-11 14:13:16+00:00,1,0,#COVID19,Nagpur,COVID19 Children of the Universe realise that u r the future Presidents PMs Doctor s etc and thus learn from whats happening around now It s all man made the lust and greed of the nation s is the main reason Pl have a peaceful world when our gen goes n don t be killers Be good,[],,,,,,,
"Just finished my first design for #dailyui #001 : Create a sign up page, modal, form, or app screen related to signing up for something. It could be for any event. #dailyui #webdev #webinar #Webdesign #engineers #javascript #lockdown #nationaltechnologyday2020 #COVID19 ",2020-05-11 13:40:21+00:00,1,2,#dailyui #dailyui #webdev #webinar #Webdesign #engineers #javascript #lockdown #nationaltechnologyday2020 #COVID19,Nagpur,Just finished my first design for dailyui 001 Create a sign up page modal form or app screen related to signing up for something It could be for any event dailyui webdev webinar Webdesign engineers javascript lockdown nationaltechnologyday2020 COVID19,"[{'score': 0.895671, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,1.0,,
I am totally speechless because no world to say on this type of mentality . Of @BJP4India &amp; there Minister's. Indian are facing the #COVID19 and they are busy to promote there Pm @narendramodi ji #Shame,2020-05-11 11:55:35+00:00,0,0,#COVID19 #Shame,Nagpur,I am totally speechless because no world to say on this type of mentality Of amp there Minister s Indian are facing the COVID19 and they are busy to promote there Pm ji Shame,[],,,,,,,
Wishing you a very happy birthday @oiseaulibre3 Mam in your leadership with guidance of Buldhna guardian minister @DrShingnespeaks saheb at this #COVID19 situation you work hard for Buldhna being corona free dist thanks for that god may fulfill your all wishes and dreams.,2020-05-11 09:16:58+00:00,0,2,#COVID19,Nagpur,Wishing you a very happy birthday Mam in your leadership with guidance of Buldhna guardian minister saheb at this COVID19 situation you work hard for Buldhna being corona free dist thanks for that god may fulfill your all wishes and dreams,"[{'score': 0.751369, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,1.0,,,,
Top Universities of #Australia to take admissions via #IELTS #Exams Prepare of #IELTSExams with @swatzimagengp Visit http://www.swatz.co.in . #IELTSSQUARE #ieltspreparation #ielts2020 #ieltstest #English #englishlanguageday #englishmedium #trending #covid19 #quarantine,2020-05-09 10:58:33+00:00,0,1,#Australia #IELTS #Exams #IELTSExams #IELTSSQUARE #ieltspreparation #ielts2020 #ieltstest #English #englishlanguageday #englishmedium #trending #covid19 #quarantine,Nagpur,Top Universities of Australia to take admissions via IELTS Exams Prepare of IELTSExams with Visit IELTSSQUARE ieltspreparation ielts2020 ieltstest English englishlanguageday englishmedium trending covid19 quarantine,[],,,,,,,
"#covid19 #coronavirus #drunkEveryone #wineshops #WineShopsOpen . . Everyone : Please stay indoors, maintain social distancing and don't crowd in the public areas. Le Drunkards at Alcohol Shops : . . . .",2020-05-09 03:59:05+00:00,0,2,#covid19 #coronavirus #drunkEveryone #wineshops #WineShopsOpen,Nagpur,covid19 coronavirus drunkEveryone wineshops WineShopsOpen Everyone Please stay indoors maintain social distancing and don t crowd in the public areas Le Drunkards at Alcohol Shops,[],,,,,,,
#NagpurAlert: #CoronaVirus reaches Pandharabodi area in Ambazari; A man suffering from Jaundice tested +ve for #CoronaVirus Infection; admitted at GMC&amp;H for last 4 days; His 5 family members quarantined; #extendlockdown #RedCrossDay #COVID19 @THitavada,2020-05-08 10:15:09+00:00,2,11,#NagpurAlert #CoronaVirus #CoronaVirus #extendlockdown #RedCrossDay #COVID19,Nagpur,NagpurAlert CoronaVirus reaches Pandharabodi area in Ambazari A man suffering from Jaundice tested ve for CoronaVirus Infection admitted at GMC amp H for last 4 days His 5 family members quarantined extendlockdown RedCrossDay COVID19,"[{'score': 0.747334, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,,,,1.0,
 ALERT #ShramikSpecialTrainScam #FalanaHainToMumkinHain #LockdownWithoutPlan #ChowkidarChorHain #PMCaresFund #JanKiBaatWithRahul #INCWithMigrants @RahulGandhi @INCIndia SAY NO to #COVID_19 #WarAgainstCorona #CoronaVirus #COVID19,2020-05-08 07:16:46+00:00,0,0,#ShramikSpecialTrainScam #FalanaHainToMumkinHain #LockdownWithoutPlan #ChowkidarChorHain #PMCaresFund #JanKiBaatWithRahul #INCWithMigrants #COVID_19 #WarAgainstCorona #CoronaVirus #COVID19,Nagpur,ALERT ShramikSpecialTrainScam FalanaHainToMumkinHain LockdownWithoutPlan ChowkidarChorHain PMCaresFund JanKiBaatWithRahul INCWithMigrants SAY NO to COVID 19 WarAgainstCorona CoronaVirus COVID19,[],,,,,,,
"Alongside, inreturn Trump contributed in having mass gatherings that could have resulted in spread of the #Covid19 in India.",2020-05-08 03:54:32+00:00,0,3,#Covid19,Nagpur,Alongside inreturn Trump contributed in having mass gatherings that could have resulted in spread of the Covid19 in India,"[{'score': 0.730335, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,,,1.0,,
"#NagpurAlert : A total of 87 patients tested +ve for #CoronaVirus infection from #Nagpur within 24 hours; Mominpura, Satranjipura, Parvati Nagar, Ganeshpeth areas; #Nagpur records its highest spike of #COVID19, pushing tally to 249 with 3 deaths; #StayHome #lockdown @THitavada",2020-05-07 07:29:47+00:00,9,27,#NagpurAlert #CoronaVirus #Nagpur #Nagpur #COVID19 #StayHome #StayHome #lockdown,Nagpur,NagpurAlert A total of 87 patients tested ve for CoronaVirus infection from Nagpur within 24 hours Mominpura Satranjipura Parvati Nagar Ganeshpeth areas Nagpur records its highest spike of COVID19 pushing tally to 249 with 3 deaths StayHome lockdown,[],,,,,,,
"#CoronaVirus infected patients in #Nagpur reached the first 100 mark in 44 days since the first +ve patient was detected. However, the second 100 mark was reached in just 12 days since reaching the first 100 mark. #Nagpur #COVID19 #lockdown",2020-05-07 06:09:09+00:00,1,11,#CoronaVirus #Nagpur #Nagpur #COVID19 #lockdown,Nagpur,CoronaVirus infected patients in Nagpur reached the first 100 mark in 44 days since the first ve patient was detected However the second 100 mark was reached in just 12 days since reaching the first 100 mark Nagpur COVID19 lockdown,[],,,,,,,
